LRPPRC					watanabe
FIG4			upstream		
XAB2			downstream		
ZNFX1			downstream		
C16ORF80					watanabe
RNF141			downstream		
HSPA1B					watanabe
CTNND1			upstream		
YEATS4			downstream		
BZW1			downstream		
ANKRD32			downstream		
SMARCAD1			downstream		
STK32A			upstream		
MAF1			downstream		
ZNF566			downstream		
ZFP37			downstream		
ZNF565			downstream		
WHSC1L1			downstream		
RPS7					watanabe
IGFBP3			upstream		
RPSA			upstream		
MITF			downstream		
GTF2F2			downstream		
ALPPL2			upstream		
CTDNEP1			upstream		
ZFP41			downstream		
ANKRD42			downstream		
ERF			downstream		
TNIK			upstream		
ERG			downstream		
PHPT1			upstream		
DNMT1			downstream		watanabe
GTF2E1			downstream		
RLF			downstream		
GTF2E2			downstream		
BAG3					watanabe
ABL1			downstream		
SAFB2					watanabe
ABL2			upstream		
ANKRD10			downstream		
SKIL			downstream		
ESRRA			downstream		
TNK1			upstream		
CHERP					watanabe
CDK9			upstream		
RCAN1			upstream		
CNOT6			downstream		
CDK6			upstream		
MAFB			downstream		
CDK5			upstream		
YEATS2			downstream		
ZFP62			downstream		
CNOT1					watanabe
CNOT2			downstream		
MAFG			downstream		
CNOT3			downstream		
MAFF			downstream		
CDK1			upstream		
MAFK			downstream		
IARS					watanabe
CNOT8			downstream		
LZTR1			downstream		
EIF4G3					watanabe
RNF14			downstream		
DUSP19			upstream		
PTPN21			upstream		
PTPN23			upstream		
DUSP14			upstream		
DUSP11			upstream		
DUSP12			upstream		
PPP6C			upstream		watanabe
DUSP10			upstream		
ZNF524			downstream		
HIF1AN			downstream		
ZFP91			downstream		
ZFP90			downstream		
DUSP22			upstream		
PTP4A1			upstream		
DUSP23			upstream		
PTP4A2			upstream		
PTP4A3			upstream		
SNRPA1					watanabe
ZNF512			downstream		
GTF2A1			downstream		
NFAT5			downstream		
SMARCD1			downstream		
GTF2A2			downstream		
SMARCD3			downstream		
PUF60					watanabe
GCN1L1					watanabe
RBBP7			downstream		
CTNNAL1					watanabe
SMARCE1			downstream		
SEMA4D			upstream		
IRX5			downstream		
KCNIP3			downstream		
IRX4			downstream		
PTPN12			upstream		
CDC42BPA			upstream		
KLF3			downstream		
PNRC2			downstream		
KLF7			downstream		
KLF6			downstream		
RAD51			downstream		
KLF9			downstream		
APP		protreg			
PWP1			downstream		
SOX1			downstream		
ZNF606			downstream		
CHEK1			upstream		
DPF1			downstream		
DPF2			downstream		
HABP4			downstream		
DPF3			downstream		
SOX9			downstream		
ZFPL1			downstream		
TNS3			upstream		
SOX7			downstream		
SOX4			downstream		
TNS1			upstream		
ABT1			downstream		
UBA52P9				ubiSumo	
SP110	merlin		downstream		
SACM1L			upstream		
NFKBIL1			downstream		
UBA52P7				ubiSumo	
UBA52P8				ubiSumo	
BOLA1			downstream		
MRPS18B					watanabe
UBA52P5				ubiSumo	
UBA52P6				ubiSumo	
UBA52P3				ubiSumo	
EBF4			downstream		
UBA52P4				ubiSumo	
OVOL1			downstream		
UBA52P1				ubiSumo	
UBA52P2				ubiSumo	
RUNX2			downstream		
OVOL2			downstream		
RUNX1			downstream		
INPP4B			upstream		
PDE12			upstream		
AKAP9			upstream		
XRN2					watanabe
ANKRA2			downstream		
CDS1			upstream		
BEX2			upstream		
ANP32A			upstream		
TSHZ1			downstream		
INPP5A			upstream		
INPP5F			upstream		
CMYA5			upstream		
INPP5E			upstream		
INPP5J			upstream		
INPP5K			upstream		
PATZ1			downstream		
SRPK2			upstream		watanabe
SRPK3			upstream		
BCL11A			downstream		
NMI	merlin		downstream		
SRPK1			upstream		
CCT6A					watanabe
OCLN			upstream		
CCDC88C					watanabe
ANP32E			upstream		
ATM			downstream		
ANP32B			upstream		watanabe
ITM2B					watanabe
ATR			upstream		
DAZAP2			downstream		
GDI1					watanabe
GDI2					watanabe
GYS1			upstream		
ANKRD2			downstream		
TSC22D4			downstream		
TSC22D1			downstream		
TSC22D3			downstream		
NME2					watanabe
MDFIC			downstream		
DNASE1L2			upstream		
SGK1			upstream		
ALDOA					watanabe
SGK2			upstream		
DNASE1L1			upstream		
BAT1					watanabe
MYCBP			downstream		
TOMM40					watanabe
SLC20A2			upstream		
RAD54B			downstream		
CUX1			downstream		
SHOC2			upstream		
LCMT1			upstream		
MPZL1			upstream		
SUZ12			downstream		
RYK			upstream		
RANBP9			upstream		
BATF			downstream		
TJP1			upstream		
KRT18					watanabe
CAMK4			upstream		
MARS					watanabe
KRT14					watanabe
TRIP11			downstream		
CTNNB1					watanabe
CAMK1			upstream		
TRIP13			downstream		
ZNF354A			downstream		
NEUROG3			downstream		
ZNF354B			downstream		
SMEK1			upstream		
POGK			downstream		
SMEK2			upstream		
ARID4A			downstream		
ARID4B			downstream		
EFTUD2					watanabe
BASP1					watanabe
KRT6B					watanabe
PDIA3					watanabe
ANGEL2			upstream		
ANGEL1			upstream		
OCRL			upstream		
TSC1					watanabe
KCTD5					watanabe
DPM3					watanabe
PHOSPHO2			upstream		
RAI14			downstream		
DTX1			downstream		
STK4			upstream		
ZFP36L2			downstream		
ZFP36L1			downstream		
EP400			downstream		
RIPK1			upstream		
DMAP1			downstream		
MARK3			upstream		
MYH10					watanabe
MARK2			upstream		
ANKZF1			downstream		
ZC3H15					watanabe
HSPA9					watanabe
SMAD1			downstream		
SMAD4			downstream		
SMAD3			downstream		
SMURF2			downstream		
DNAJC11					watanabe
ARHGAP29			upstream		
HSPA2					watanabe
ESR1			downstream		
SMAD5			downstream		
GNB2L1					watanabe
NFKBIA			downstream		
NR4A2			downstream		
TBCK			upstream		
NR4A1			downstream		
NR4A3			downstream		
DLG3			upstream		
FES			upstream		
NFKBIB			downstream		
HSPB1					watanabe
CTDSPL2			upstream		
SGSH			upstream		
HIST1H1C			downstream		
KLF11			downstream		
KLF12			downstream		
KLF13			downstream		
ARAP3			upstream		
ARID1A			downstream		
KLF16			downstream		
CKAP4					watanabe
LATS2			upstream		
SAG			upstream		
CAMK2D			upstream		
USP15					watanabe
RGS14			downstream		
TOB1			downstream		
HSPD1					watanabe
TFPT			downstream		
ERBB3			upstream		
ERBB2			upstream		
NRIP1			downstream		
CAMK2G			upstream		
ZNF189			downstream		
IGBP1			upstream		
ZNF184			downstream		
SGTA					watanabe
ARID3A			downstream		
NAP1L1					watanabe
ARID3B			downstream		
MEIS2			downstream		
SH3YL1			upstream		
MEIS1			downstream		
SSBP3			downstream		
