ARHGEF10L	FKBP15
HSPA2	FKBP15
TOMM40	FKBP15
AGK	FKBP15
ACTG1	FKBP15
SF3B3	FKBP15
RPN1	FKBP15
DARS	FKBP15
HSPA9	FKBP15
NCAPG	FKBP15
SF1	FKBP15
MYL6	FKBP15
LGALS3	FKBP15
PUF60	FKBP15
ANP32B	FKBP15
CAPRIN1	FKBP15
S100A10	FKBP15
KIAA0664	FKBP15
TXNDC5	FKBP15
CDK2AP1	FKBP15
LRPPRC	FKBP15
GPS1	FKBP15
BYSL	FKBP15
C19orf43	FKBP15
DHX15	FKBP15
PSMA1	FKBP15
EIF3B	FKBP15
DNMT1	FKBP15
EIF3D	FKBP15
SNRPA	FKBP15
GNB2L1	FKBP15
EIF4B	FKBP15
OSMR	FKBP15
ZC3H15	FKBP15
EIF3I	FKBP15
RPLP2	FKBP15
ILF3	FKBP15
PSMD1	FKBP15
PSMD4	FKBP15
DHX8	FKBP15
COBRA1	FKBP15
IARS	FKBP15
CTNNAL1	FKBP15
SYNCRIP	FKBP15
CAD	FKBP15
LPCAT1	FKBP15
CTSD	FKBP15
SLC25A5	FKBP15
CCDC42	FKBP15
RPL15	FKBP15
FXR2	FKBP15
BRD8	FKBP15
CHERP	FKBP15
THOC2	FKBP15
PSMD14	FKBP15
UBR5	FKBP15
TRAPPC9	FKBP15
RPS7	FKBP15
SNRPD3	FKBP15
NME2	FKBP15
MTCH1	FKBP15
PLD3	FKBP15
EIF4G3	FKBP15
EEF1G	FKBP15
TPI1	FKBP15
ARCN1	FKBP15
SAFB2	FKBP15
RCN1	FKBP15
RPS19	FKBP15
PSMC6	FKBP15
XRN2	FKBP15
PHB	FKBP15
CSRP1	FKBP15
CTBP1	FKBP15
MRPL49	FKBP15
GBF1	FKBP15
NUP205	FKBP15
CAPZB	FKBP15
PRPF40A	FKBP15
VCP	FKBP15
FUS	FKBP15
PRPF8	FKBP15
HLA-B	FKBP15
RPL27A	FKBP15
PTPLAD1	FKBP15
RPL3	FKBP15
FAM73B	FKBP15
PSMD2	FKBP15
GTF3C5	FKBP15
DHX30	FKBP15
TNPO1	FKBP15
VIM	FKBP15
LUC7L	FKBP15
RAB18	FKBP15
PPM1G	FKBP15
AP2S1	FKBP15
BUB3	FKBP15
TESC	FKBP15
NONO	FKBP15
CBX3	FKBP15
AHNAK	FKBP15
U2AF2	FKBP15
DDX55	FKBP15
EFTUD2	FKBP15
KCTD17	FKBP15
DNAJB11	FKBP15
PPP6C	FKBP15
TTN	FKBP15
SF3A2	FKBP15
JAK1	FKBP15
SDF2L1	FKBP15
TSC1	FKBP15
SFRS2B	FKBP15
PRKAR1A	FKBP15
MRPL12	FKBP15
NACA	FKBP15
CCT6A	FKBP15
XPOT	FKBP15
CCDC56	FKBP15
FARP1	FKBP15
SIKE1	FKBP15
PSME2	FKBP15
UAP1	FKBP15
MAP1B	FKBP15
NCAPD3	FKBP15
COPB1	FKBP15
DAP3	FKBP15
HIST1H2BG	FKBP15
HEXIM1	FKBP15
GDI2	FKBP15
SGTA	FKBP15
TUBB2A	FKBP15
ICMT	FKBP15
CCDC135	FKBP15
DNAJC9	FKBP15
ERLIN2	FKBP15
PSMB2	FKBP15
SRRT	FKBP15
C18orf34	FKBP15
PSMD11	FKBP15
MRPS23	FKBP15
PSMD13	FKBP15
PPIB	FKBP15
ITM2B	FKBP15
SSRP1	FKBP15
KRT14	FKBP15
LGALS3BP	FKBP15
HNRNPK	FKBP15
BAT1	FKBP15
EIF3A	FKBP15
PPP2R1A	FKBP15
PHF5A	FKBP15
IPO5	FKBP15
STK38	FKBP15
EIF4A3	FKBP15
KRT18	FKBP15
MYH10	FKBP15
BAG3	FKBP15
CCDC88C	FKBP15
CAPNS1	FKBP15
RPS12	FKBP15
CIRBP	FKBP15
USP15	FKBP15
ARFGEF2	FKBP15
SLC2A12	FKBP15
SHROOM3	FKBP15
ARMC6	FKBP15
NCKAP1L	FKBP15
ATP5O	FKBP15
MAGT1	FKBP15
PPA1	FKBP15
TUBA4A	FKBP15
ADSL	FKBP15
GNAI2	FKBP15
INF2	FKBP15
HMGN2	FKBP15
TRIM28	FKBP15
HSP90AB1	FKBP15
ECD	FKBP15
CLNS1A	FKBP15
TMED2	FKBP15
NCOA5	FKBP15
DDX21	FKBP15
TPM4	FKBP15
MRPS31	FKBP15
SNRPA1	FKBP15
GCN1L1	FKBP15
SF3B5	FKBP15
RBM10	FKBP15
KRT6B	FKBP15
HNRNPM	FKBP15
PSMA4	FKBP15
PSMA5	FKBP15
S100A4	FKBP15
RAN	FKBP15
SNRNP70	FKBP15
DPM3	FKBP15
PSMD7	FKBP15
ITGA3	FKBP15
MYEF2	FKBP15
PUS7	FKBP15
PRDX3	FKBP15
NFIA	FKBP15
NDUFA8	FKBP15
C17orf85	FKBP15
PLOD3	FKBP15
GPRASP2	FKBP15
PSMD3	FKBP15
SND1	FKBP15
UNG	FKBP15
LASP1	FKBP15
IGF2BP2	FKBP15
SRPK2	FKBP15
PRPSAP1	FKBP15
SDF4	FKBP15
CAPZA1	FKBP15
MRPS28	FKBP15
MYL12A	FKBP15
GDI1	FKBP15
PSMD8	FKBP15
S100A1	FKBP15
PCDHB12	FKBP15
GEMIN4	FKBP15
SF3B4	FKBP15
ARHGEF28	FKBP15
BASP1	FKBP15
PRKACA	FKBP15
CLPTM1	FKBP15
MARS	FKBP15
PSMB6	FKBP15
RPS15	FKBP15
COMTD1	FKBP15
CTNNB1	FKBP15
KIAA0406	FKBP15
KARS	FKBP15
MAD2L1	FKBP15
RPS17	FKBP15
CLTC	FKBP15
KCTD5	FKBP15
RPS14	FKBP15
PHB2	FKBP15
BIRC6	FKBP15
EEF1A2	FKBP15
PSMD6	FKBP15
AIMP2	FKBP15
EIF6	FKBP15
SF3B2	FKBP15
PEX19	FKBP15
HSPA1B	FKBP15
USP9X	FKBP15
NOC4L	FKBP15
PRC1	FKBP15
PSMD12	FKBP15
SF3B1	FKBP15
YWHAZ	FKBP15
TUBB	FKBP15
CNIH4	FKBP15
CAND1	FKBP15
PRPS1	FKBP15
SFRS7	FKBP15
NAP1L1	FKBP15
RPL26	FKBP15
PLIN3	FKBP15
C20orf114	FKBP15
HSPD1	FKBP15
POLE4	FKBP15
HNRNPA2B1	FKBP15
DNAJC11	FKBP15
PSMC1	FKBP15
CNOT1	FKBP15
PSMC3	FKBP15
PSMC4	FKBP15
TRA2B	FKBP15
YWHAE	FKBP15
INTS2	FKBP15
COPA	FKBP15
CYR61	FKBP15
SNRNP200	FKBP15
HSPB1	FKBP15
KHSRP	FKBP15
NUP93	FKBP15
NUP160	FKBP15
XPO1	FKBP15
PDIA3	FKBP15
CCT8	FKBP15
PSME1	FKBP15
CASC3	FKBP15
PTRF	FKBP15
MCM5	FKBP15
SNRPB	FKBP15
MRPS18B	FKBP15
AP2A2	FKBP15
ALDOA	FKBP15
SNRPC	FKBP15
LRRC59	FKBP15
COPS7B	FKBP15
SNRPG	FKBP15
PPM1B	FKBP15
E2F7	FKBP15
SQSTM1	FKBP15
ACTN1	FKBP15
SNW1	FKBP15
SAMHD1	FKBP15
SFRS9	FKBP15
TAF15	FKBP15
SLC16A1	FKBP15
DDX3X	FKBP15
NSUN2	FKBP15
CYC1	FKBP15
IMPA2	FKBP15
NDUFA10	FKBP15
NCLN	FKBP15
TARBP1	FKBP15
CKAP4	FKBP15
COPS7A	FKBP15
C16orf80	FKBP15
NDUFS8	FKBP15
DNM1L	FKBP15
SERPINH1	FKBP15
IMMT	FKBP15
EEF2	FKBP15
RPL11	FKBP15
ARHGEF10L	POLR3F
HSPA2	POLR3F
TOMM40	POLR3F
AGK	POLR3F
ACTG1	POLR3F
SF3B3	POLR3F
RPN1	POLR3F
DARS	POLR3F
HSPA9	POLR3F
NCAPG	POLR3F
SF1	POLR3F
MYL6	POLR3F
LGALS3	POLR3F
PUF60	POLR3F
ANP32B	POLR3F
CAPRIN1	POLR3F
S100A10	POLR3F
KIAA0664	POLR3F
TXNDC5	POLR3F
CDK2AP1	POLR3F
LRPPRC	POLR3F
GPS1	POLR3F
BYSL	POLR3F
C19orf43	POLR3F
DHX15	POLR3F
PSMA1	POLR3F
EIF3B	POLR3F
DNMT1	POLR3F
EIF3D	POLR3F
SNRPA	POLR3F
GNB2L1	POLR3F
EIF4B	POLR3F
OSMR	POLR3F
ZC3H15	POLR3F
EIF3I	POLR3F
RPLP2	POLR3F
ILF3	POLR3F
PSMD1	POLR3F
PSMD4	POLR3F
DHX8	POLR3F
COBRA1	POLR3F
IARS	POLR3F
CTNNAL1	POLR3F
SYNCRIP	POLR3F
CAD	POLR3F
LPCAT1	POLR3F
CTSD	POLR3F
SLC25A5	POLR3F
CCDC42	POLR3F
RPL15	POLR3F
FXR2	POLR3F
BRD8	POLR3F
CHERP	POLR3F
THOC2	POLR3F
PSMD14	POLR3F
UBR5	POLR3F
TRAPPC9	POLR3F
RPS7	POLR3F
SNRPD3	POLR3F
NME2	POLR3F
MTCH1	POLR3F
PLD3	POLR3F
EIF4G3	POLR3F
EEF1G	POLR3F
TPI1	POLR3F
ARCN1	POLR3F
SAFB2	POLR3F
RCN1	POLR3F
RPS19	POLR3F
PSMC6	POLR3F
XRN2	POLR3F
PHB	POLR3F
CSRP1	POLR3F
CTBP1	POLR3F
MRPL49	POLR3F
GBF1	POLR3F
NUP205	POLR3F
CAPZB	POLR3F
PRPF40A	POLR3F
VCP	POLR3F
FUS	POLR3F
PRPF8	POLR3F
HLA-B	POLR3F
RPL27A	POLR3F
PTPLAD1	POLR3F
RPL3	POLR3F
FAM73B	POLR3F
PSMD2	POLR3F
GTF3C5	POLR3F
DHX30	POLR3F
TNPO1	POLR3F
VIM	POLR3F
LUC7L	POLR3F
RAB18	POLR3F
PPM1G	POLR3F
AP2S1	POLR3F
BUB3	POLR3F
TESC	POLR3F
NONO	POLR3F
CBX3	POLR3F
AHNAK	POLR3F
U2AF2	POLR3F
DDX55	POLR3F
EFTUD2	POLR3F
KCTD17	POLR3F
DNAJB11	POLR3F
PPP6C	POLR3F
TTN	POLR3F
SF3A2	POLR3F
JAK1	POLR3F
SDF2L1	POLR3F
TSC1	POLR3F
SFRS2B	POLR3F
PRKAR1A	POLR3F
MRPL12	POLR3F
NACA	POLR3F
CCT6A	POLR3F
XPOT	POLR3F
CCDC56	POLR3F
FARP1	POLR3F
SIKE1	POLR3F
PSME2	POLR3F
UAP1	POLR3F
MAP1B	POLR3F
NCAPD3	POLR3F
COPB1	POLR3F
DAP3	POLR3F
HIST1H2BG	POLR3F
HEXIM1	POLR3F
GDI2	POLR3F
SGTA	POLR3F
TUBB2A	POLR3F
ICMT	POLR3F
CCDC135	POLR3F
DNAJC9	POLR3F
ERLIN2	POLR3F
PSMB2	POLR3F
SRRT	POLR3F
C18orf34	POLR3F
PSMD11	POLR3F
MRPS23	POLR3F
PSMD13	POLR3F
PPIB	POLR3F
ITM2B	POLR3F
SSRP1	POLR3F
KRT14	POLR3F
LGALS3BP	POLR3F
HNRNPK	POLR3F
BAT1	POLR3F
EIF3A	POLR3F
PPP2R1A	POLR3F
PHF5A	POLR3F
IPO5	POLR3F
STK38	POLR3F
EIF4A3	POLR3F
KRT18	POLR3F
MYH10	POLR3F
BAG3	POLR3F
CCDC88C	POLR3F
CAPNS1	POLR3F
RPS12	POLR3F
CIRBP	POLR3F
USP15	POLR3F
ARFGEF2	POLR3F
SLC2A12	POLR3F
SHROOM3	POLR3F
ARMC6	POLR3F
NCKAP1L	POLR3F
ATP5O	POLR3F
MAGT1	POLR3F
PPA1	POLR3F
TUBA4A	POLR3F
ADSL	POLR3F
GNAI2	POLR3F
INF2	POLR3F
HMGN2	POLR3F
TRIM28	POLR3F
HSP90AB1	POLR3F
ECD	POLR3F
CLNS1A	POLR3F
TMED2	POLR3F
NCOA5	POLR3F
DDX21	POLR3F
TPM4	POLR3F
MRPS31	POLR3F
SNRPA1	POLR3F
GCN1L1	POLR3F
SF3B5	POLR3F
RBM10	POLR3F
KRT6B	POLR3F
HNRNPM	POLR3F
PSMA4	POLR3F
PSMA5	POLR3F
S100A4	POLR3F
RAN	POLR3F
SNRNP70	POLR3F
DPM3	POLR3F
PSMD7	POLR3F
ITGA3	POLR3F
MYEF2	POLR3F
PUS7	POLR3F
PRDX3	POLR3F
NFIA	POLR3F
NDUFA8	POLR3F
C17orf85	POLR3F
PLOD3	POLR3F
GPRASP2	POLR3F
PSMD3	POLR3F
SND1	POLR3F
UNG	POLR3F
LASP1	POLR3F
IGF2BP2	POLR3F
SRPK2	POLR3F
PRPSAP1	POLR3F
SDF4	POLR3F
CAPZA1	POLR3F
MRPS28	POLR3F
MYL12A	POLR3F
GDI1	POLR3F
PSMD8	POLR3F
S100A1	POLR3F
PCDHB12	POLR3F
GEMIN4	POLR3F
SF3B4	POLR3F
ARHGEF28	POLR3F
BASP1	POLR3F
