#pid	gene_ids	eids	pathfinders	sif_edges
'p0'	'GNAI2'|'ADRA2A'|'SSTR2'	'edge47'|'edge323'	'watanabe_path'	GNAI2 d ADRA2A|ADRA2A u SSTR2
'p1'	'SF3A2'|'ELAVL1'|'SSTR2'	'edge12'|'edge283'	'watanabe_path'	SF3A2 u ELAVL1|ELAVL1 u SSTR2
'p2'	'HSPA1B'|'ELAVL1'|'SSTR2'	'edge537'|'edge283'	'watanabe_path'	HSPA1B u ELAVL1|ELAVL1 u SSTR2
'p3'	'GNAI2'|'PMCH'|'SSTR2'	'edge161'|'edge257'	'watanabe_path'	GNAI2 d PMCH|PMCH u SSTR2
'p4'	'GNAI2'|'RXFP3'|'SSTR2'	'edge292'|'edge454'	'watanabe_path'	GNAI2 d RXFP3|RXFP3 u SSTR2
'p5'	'GNAI2'|'LPAR2'|'SSTR2'	'edge86'|'edge32'	'watanabe_path'	GNAI2 d LPAR2|LPAR2 u SSTR2
'p6'	'GNAI2'|'DRD2'|'SSTR2'	'edge11'|'edge149'	'watanabe_path'	GNAI2 d DRD2|DRD2 u SSTR2
'p7'	'GNB2L1'|'GNG2'|'SSTR2'	'edge39'|'edge538'	'watanabe_path'	GNB2L1 u GNG2|GNG2 d SSTR2
'p8'	'TUBB'|'AGO3'|'ZNFX1'	'edge135'|'edge458'	'watanabe_path'	TUBB u AGO3|AGO3 u ZNFX1
'p9'	'LPCAT1'|'ELAVL1'|'SSTR2'	'edge483'|'edge283'	'watanabe_path'	LPCAT1 u ELAVL1|ELAVL1 u SSTR2
'p10'	'GNAI2'|'HTR5A'|'SSTR2'	'edge492'|'edge71'	'watanabe_path'	GNAI2 d HTR5A|HTR5A u SSTR2
'p11'	'GNAI2'|'HTR1E'|'SSTR2'	'edge478'|'edge176'	'watanabe_path'	GNAI2 d HTR1E|HTR1E u SSTR2
'p12'	'SNRNP200'|'MEGF10'|'ZNFX1'	'edge124'|'edge404'	'watanabe_path'	SNRNP200 u MEGF10|MEGF10 u ZNFX1
'p13'	'GNAI2'|'CXCR5'|'SSTR2'	'edge484'|'edge34'	'watanabe_path'	GNAI2 d CXCR5|CXCR5 u SSTR2
'p14'	'ILF3'|'EP300'|'NUPR1'	'edge204'|'edge27'	'watanabe_path'	ILF3 u EP300|EP300 u NUPR1
'p15'	'RPS7'|'TP53'|'NUPR1'	'edge40'|'edge510'	'watanabe_path'	RPS7 u TP53|TP53 d NUPR1
'p16'	'GNAI2'|'SSTR4'|'SSTR2'	'edge615'|'edge516'	'watanabe_path'	GNAI2 d SSTR4|SSTR4 u SSTR2
'p17'	'PHB2'|'AGO3'|'ZNFX1'	'edge444'|'edge458'	'watanabe_path'	PHB2 u AGO3|AGO3 u ZNFX1
'p18'	'RPL11'|'DDX17'|'NUPR1'	'edge206'|'edge234'	'watanabe_path'	RPL11 u DDX17|DDX17 u NUPR1
'p19'	'SF3B2'|'AGO1'|'ZNFX1'	'edge491'|'edge573'	'watanabe_path'	SF3B2 u AGO1|AGO1 u ZNFX1
'p20'	'KHSRP'|'ELAVL1'|'SSTR2'	'edge241'|'edge283'	'watanabe_path'	KHSRP u ELAVL1|ELAVL1 u SSTR2
'p21'	'GNAI2'|'CCR6'|'SSTR2'	'edge369'|'edge57'	'watanabe_path'	GNAI2 d CCR6|CCR6 u SSTR2
'p22'	'RPL27A'|'PAPD7'|'ZNFX1'	'edge526'|'edge329'	'watanabe_path'	RPL27A u PAPD7|PAPD7 u ZNFX1
'p23'	'HNRNPK'|'FYN'|'SSTR2'	'edge162'|'edge457'	'watanabe_path'	HNRNPK u FYN|FYN u SSTR2
'p24'	'MRPS23'|'AGO1'|'ZNFX1'	'edge500'|'edge573'	'watanabe_path'	MRPS23 u AGO1|AGO1 u ZNFX1
'p25'	'BRD8'|'CREBBP'|'NUPR1'	'edge146'|'edge389'	'watanabe_path'	BRD8 u CREBBP|CREBBP u NUPR1
'p26'	'GNAI2'|'CCR1'|'SSTR2'	'edge470'|'edge153'	'watanabe_path'	GNAI2 d CCR1|CCR1 u SSTR2
'p27'	'RPS14'|'PAPD7'|'ZNFX1'	'edge400'|'edge329'	'watanabe_path'	RPS14 u PAPD7|PAPD7 u ZNFX1
'p28'	'GNAI2'|'NPB'|'SSTR2'	'edge425'|'edge565'	'watanabe_path'	GNAI2 d NPB|NPB u SSTR2
'p29'	'RAN'|'ELAVL1'|'SSTR2'	'edge69'|'edge283'	'watanabe_path'	RAN u ELAVL1|ELAVL1 u SSTR2
'p30'	'GNAI2'|'CCL25'|'SSTR2'	'edge386'|'edge529'	'watanabe_path'	GNAI2 d CCL25|CCL25 u SSTR2
'p31'	'GNAI2'|'P2RY12'|'SSTR2'	'edge405'|'edge250'	'watanabe_path'	GNAI2 d P2RY12|P2RY12 u SSTR2
'p32'	'DHX15'|'DDX17'|'NUPR1'	'edge147'|'edge234'	'watanabe_path'	DHX15 u DDX17|DDX17 u NUPR1
'p33'	'DNAJB11'|'AGO4'|'ZNFX1'	'edge564'|'edge195'	'watanabe_path'	DNAJB11 u AGO4|AGO4 u ZNFX1
'p34'	'AGK'|'AGO4'|'ZNFX1'	'edge465'|'edge195'	'watanabe_path'	AGK u AGO4|AGO4 u ZNFX1
'p35'	'GNAI2'|'PNOC'|'SSTR2'	'edge605'|'edge64'	'watanabe_path'	GNAI2 d PNOC|PNOC u SSTR2
'p36'	'SERPINH1'|'TP53'|'NUPR1'	'edge30'|'edge510'	'watanabe_path'	SERPINH1 u TP53|TP53 d NUPR1
'p37'	'GNAI2'|'HRH3'|'SSTR2'	'edge156'|'edge576'	'watanabe_path'	GNAI2 d HRH3|HRH3 u SSTR2
'p38'	'GNAI2'|'NMUR1'|'SSTR2'	'edge505'|'edge577'	'watanabe_path'	GNAI2 d NMUR1|NMUR1 u SSTR2
'p39'	'GNAI2'|'CXCL9'|'SSTR2'	'edge512'|'edge296'	'watanabe_path'	GNAI2 d CXCL9|CXCL9 u SSTR2
'p40'	'CTBP1'|'EP300'|'NUPR1'	'edge163'|'edge27'	'watanabe_path'	CTBP1 u EP300|EP300 u NUPR1
'p41'	'SSTR2'|'ELAVL1'|'PAXIP1'|'NUPR1'	'edge283'|'edge105'|'edge226'	'merlin_path'	SSTR2 u ELAVL1|ELAVL1 u PAXIP1|PAXIP1 u NUPR1
'p42'	'ALDOA'|'KNG1'|'SSTR2'	'edge482'|'edge238'	'watanabe_path'	ALDOA d KNG1|KNG1 u SSTR2
'p43'	'ITM2B'|'APP'|'SSTR2'	'edge125'|'edge350'	'watanabe_path'	ITM2B u APP|APP u SSTR2
'p44'	'GNAI2'|'MCHR2'|'SSTR2'	'edge519'|'edge563'	'watanabe_path'	GNAI2 d MCHR2|MCHR2 u SSTR2
'p45'	'GNAI2'|'NMS'|'SSTR2'	'edge197'|'edge368'	'watanabe_path'	GNAI2 d NMS|NMS u SSTR2
'p46'	'UAP1'|'ELAVL1'|'SSTR2'	'edge575'|'edge283'	'watanabe_path'	UAP1 u ELAVL1|ELAVL1 u SSTR2
'p47'	'TRIM28'|'CREBBP'|'NUPR1'	'edge290'|'edge389'	'watanabe_path'	TRIM28 u CREBBP|CREBBP u NUPR1
'p48'	'VCP'|'TP53'|'NUPR1'	'edge152'|'edge510'	'watanabe_path'	VCP u TP53|TP53 d NUPR1
'p49'	'COPS7B'|'ELAVL1'|'SSTR2'	'edge344'|'edge283'	'watanabe_path'	COPS7B u ELAVL1|ELAVL1 u SSTR2
'p50'	'SSTR2'|'ELAVL1'|'DDX17'|'NUPR1'	'edge283'|'edge242'|'edge234'	'merlin_path'	SSTR2 u ELAVL1|ELAVL1 u DDX17|DDX17 u NUPR1
'p51'	'BRD8'|'EP300'|'NUPR1'	'edge73'|'edge27'	'watanabe_path'	BRD8 u EP300|EP300 u NUPR1
'p52'	'GNAI2'|'GAL'|'SSTR2'	'edge63'|'edge182'	'watanabe_path'	GNAI2 d GAL|GAL u SSTR2
'p53'	'CTNNB1'|'CREBBP'|'NUPR1'	'edge469'|'edge389'	'watanabe_path'	CTNNB1 d CREBBP|CREBBP u NUPR1
'p54'	'CTBP1'|'TP53'|'NUPR1'	'edge397'|'edge510'	'watanabe_path'	CTBP1 u TP53|TP53 d NUPR1
'p55'	'YWHAZ'|'TP53'|'NUPR1'	'edge435'|'edge510'	'watanabe_path'	YWHAZ u TP53|TP53 d NUPR1
'p56'	'GNB2L1'|'FYN'|'SSTR2'	'edge486'|'edge457'	'watanabe_path'	GNB2L1 u FYN|FYN u SSTR2
'p57'	'RPL27A'|'AGO1'|'ZNFX1'	'edge211'|'edge573'	'watanabe_path'	RPL27A u AGO1|AGO1 u ZNFX1
'p58'	'COPS7B'|'COPS5'|'NUPR1'	'edge199'|'edge231'	'watanabe_path'	COPS7B u COPS5|COPS5 u NUPR1
'p59'	'CTNNB1'|'TLE1'|'NUPR1'	'edge97'|'edge288'	'watanabe_path'	CTNNB1 d TLE1|TLE1 u NUPR1
'p60'	'EIF3A'|'PAPD5'|'ZNFX1'	'edge201'|'edge365'	'watanabe_path'	EIF3A u PAPD5|PAPD5 u ZNFX1
'p61'	'KHSRP'|'AGO1'|'ZNFX1'	'edge530'|'edge573'	'watanabe_path'	KHSRP u AGO1|AGO1 u ZNFX1
'p62'	'ITGA3'|'THBS1'|'SSTR2'	'edge297'|'edge416'	'watanabe_path'	ITGA3 u THBS1|THBS1 u SSTR2
'p63'	'GNAI2'|'CCL20'|'SSTR2'	'edge200'|'edge346'	'watanabe_path'	GNAI2 d CCL20|CCL20 u SSTR2
'p64'	'GNAI2'|'GPR17'|'SSTR2'	'edge7'|'edge60'	'watanabe_path'	GNAI2 d GPR17|GPR17 u SSTR2
'p65'	'HNRNPK'|'DDX17'|'NUPR1'	'edge301'|'edge234'	'watanabe_path'	HNRNPK u DDX17|DDX17 u NUPR1
'p66'	'SNW1'|'DDX17'|'NUPR1'	'edge14'|'edge234'	'watanabe_path'	SNW1 u DDX17|DDX17 u NUPR1
'p67'	'GNAI2'|'HTR1A'|'SSTR2'	'edge307'|'edge591'	'watanabe_path'	GNAI2 d HTR1A|HTR1A u SSTR2
'p68'	'JAK1'|'AGO4'|'ZNFX1'	'edge159'|'edge195'	'watanabe_path'	JAK1 u AGO4|AGO4 u ZNFX1
'p69'	'TXNDC5'|'MEGF10'|'ZNFX1'	'edge229'|'edge404'	'watanabe_path'	TXNDC5 u MEGF10|MEGF10 u ZNFX1
'p70'	'GNAI2'|'CCL21'|'SSTR2'	'edge43'|'edge127'	'watanabe_path'	GNAI2 d CCL21|CCL21 u SSTR2
'p71'	'GNAI2'|'CXCL16'|'SSTR2'	'edge493'|'edge6'	'watanabe_path'	GNAI2 d CXCL16|CXCL16 u SSTR2
'p72'	'HSPA9'|'TP53'|'NUPR1'	'edge461'|'edge510'	'watanabe_path'	HSPA9 u TP53|TP53 d NUPR1
'p73'	'GNB2L1'|'INS-IGF2'|'SSTR2'	'edge287'|'edge3'	'watanabe_path'	GNB2L1 u INS-IGF2|INS-IGF2 d SSTR2
'p74'	'ECD'|'TP53'|'NUPR1'	'edge196'|'edge510'	'watanabe_path'	ECD u TP53|TP53 d NUPR1
'p75'	'PSMC6'|'AGO4'|'ZNFX1'	'edge551'|'edge195'	'watanabe_path'	PSMC6 u AGO4|AGO4 u ZNFX1
'p76'	'HSP90AB1'|'AGO1'|'ZNFX1'	'edge445'|'edge573'	'watanabe_path'	HSP90AB1 u AGO1|AGO1 u ZNFX1
'p77'	'RPL15'|'AGO1'|'ZNFX1'	'edge4'|'edge573'	'watanabe_path'	RPL15 u AGO1|AGO1 u ZNFX1
'p78'	'MCM5'|'EP300'|'NUPR1'	'edge498'|'edge27'	'watanabe_path'	MCM5 u EP300|EP300 u NUPR1
'p79'	'RPS7'|'PAPD7'|'ZNFX1'	'edge37'|'edge329'	'watanabe_path'	RPS7 u PAPD7|PAPD7 u ZNFX1
'p80'	'PSMD4'|'MYOD1'|'NUPR1'	'edge330'|'edge0'	'watanabe_path'	PSMD4 u MYOD1|MYOD1 u NUPR1
'p81'	'RBM10'|'AGO2'|'ZNFX1'	'edge442'|'edge96'	'watanabe_path'	RBM10 u AGO2|AGO2 u ZNFX1
'p82'	'GNAI2'|'CXCR1'|'SSTR2'	'edge171'|'edge90'	'watanabe_path'	GNAI2 d CXCR1|CXCR1 u SSTR2
'p83'	'SF3A2'|'DDX17'|'NUPR1'	'edge439'|'edge234'	'watanabe_path'	SF3A2 u DDX17|DDX17 u NUPR1
'p84'	'RBM10'|'DDX5'|'NUPR1'	'edge167'|'edge133'	'watanabe_path'	RBM10 u DDX5|DDX5 u NUPR1
'p85'	'ALDOA'|'PPBP'|'SSTR2'	'edge481'|'edge462'	'watanabe_path'	ALDOA d PPBP|PPBP u SSTR2
'p86'	'SNW1'|'MYOD1'|'NUPR1'	'edge476'|'edge0'	'watanabe_path'	SNW1 u MYOD1|MYOD1 u NUPR1
'p87'	'RPL11'|'DDX5'|'NUPR1'	'edge42'|'edge133'	'watanabe_path'	RPL11 u DDX5|DDX5 u NUPR1
'p88'	'SNW1'|'COPS5'|'NUPR1'	'edge65'|'edge231'	'watanabe_path'	SNW1 u COPS5|COPS5 u NUPR1
'p89'	'RPS7'|'AGO1'|'ZNFX1'	'edge62'|'edge573'	'watanabe_path'	RPS7 u AGO1|AGO1 u ZNFX1
'p90'	'PSMC3'|'HTR1E'|'SSTR2'	'edge78'|'edge176'	'watanabe_path'	PSMC3 u HTR1E|HTR1E u SSTR2
'p91'	'GNAI2'|'OPRL1'|'SSTR2'	'edge26'|'edge170'	'watanabe_path'	GNAI2 d OPRL1|OPRL1 u SSTR2
'p92'	'RPL27A'|'AGO2'|'ZNFX1'	'edge570'|'edge96'	'watanabe_path'	RPL27A u AGO2|AGO2 u ZNFX1
'p93'	'GNAI2'|'GALR2'|'SSTR2'	'edge332'|'edge540'	'watanabe_path'	GNAI2 d GALR2|GALR2 u SSTR2
'p94'	'RPS19'|'INS-IGF2'|'SSTR2'	'edge581'|'edge3'	'watanabe_path'	RPS19 u INS-IGF2|INS-IGF2 d SSTR2
'p95'	'SF1'|'SRC'|'SSTR2'	'edge45'|'edge198'	'watanabe_path'	SF1 u SRC|SRC u SSTR2
'p96'	'GNAI2'|'GNG2'|'SSTR2'	'edge279'|'edge538'	'watanabe_path'	GNAI2 d GNG2|GNG2 d SSTR2
'p97'	'S100A10'|'ANXA1'|'SSTR2'	'edge119'|'edge409'	'watanabe_path'	S100A10 u ANXA1|ANXA1 u SSTR2
'p98'	'GNAI2'|'MTNR1B'|'SSTR2'	'edge407'|'edge154'	'watanabe_path'	GNAI2 d MTNR1B|MTNR1B u SSTR2
'p99'	'GNAI2'|'SSTR2'	'edge100'	'watanabe_path'	GNAI2 d SSTR2
'p100'	'PRKAR1A'|'ELAVL1'|'SSTR2'	'edge335'|'edge283'	'watanabe_path'	PRKAR1A u ELAVL1|ELAVL1 u SSTR2
'p101'	'GNAI2'|'CHRM4'|'SSTR2'	'edge72'|'edge545'	'watanabe_path'	GNAI2 d CHRM4|CHRM4 u SSTR2
'p102'	'HNRNPK'|'COPS5'|'NUPR1'	'edge367'|'edge231'	'watanabe_path'	HNRNPK u COPS5|COPS5 u NUPR1
'p103'	'JAK1'|'SRC'|'SSTR2'	'edge496'|'edge198'	'watanabe_path'	JAK1 u SRC|SRC u SSTR2
'p104'	'GNAI2'|'DRD3'|'SSTR2'	'edge107'|'edge217'	'watanabe_path'	GNAI2 d DRD3|DRD3 u SSTR2
'p105'	'GNAI2'|'CXCL5'|'SSTR2'	'edge245'|'edge345'	'watanabe_path'	GNAI2 d CXCL5|CXCL5 u SSTR2
'p106'	'TUBB'|'APP'|'SSTR2'	'edge134'|'edge350'	'watanabe_path'	TUBB u APP|APP u SSTR2
'p107'	'GNAI2'|'GALR1'|'SSTR2'	'edge394'|'edge76'	'watanabe_path'	GNAI2 d GALR1|GALR1 u SSTR2
'p108'	'PSMD11'|'AGO4'|'ZNFX1'	'edge222'|'edge195'	'watanabe_path'	PSMD11 u AGO4|AGO4 u ZNFX1
'p109'	'DNAJB11'|'ELAVL1'|'SSTR2'	'edge555'|'edge283'	'watanabe_path'	DNAJB11 u ELAVL1|ELAVL1 u SSTR2
'p110'	'PHB'|'AGO1'|'ZNFX1'	'edge511'|'edge573'	'watanabe_path'	PHB u AGO1|AGO1 u ZNFX1
'p111'	'GNAI2'|'HRH4'|'SSTR2'	'edge452'|'edge402'	'watanabe_path'	GNAI2 d HRH4|HRH4 u SSTR2
'p112'	'SNRNP70'|'DDX17'|'NUPR1'	'edge187'|'edge234'	'watanabe_path'	SNRNP70 u DDX17|DDX17 u NUPR1
'p113'	'PRKACA'|'FYN'|'SSTR2'	'edge391'|'edge457'	'watanabe_path'	PRKACA d FYN|FYN u SSTR2
'p114'	'GNAI2'|'NPY'|'SSTR2'	'edge209'|'edge567'	'watanabe_path'	GNAI2 d NPY|NPY u SSTR2
'p115'	'RPL11'|'AGO2'|'ZNFX1'	'edge17'|'edge96'	'watanabe_path'	RPL11 u AGO2|AGO2 u ZNFX1
'p116'	'DHX15'|'PAPD5'|'ZNFX1'	'edge194'|'edge365'	'watanabe_path'	DHX15 u PAPD5|PAPD5 u ZNFX1
'p117'	'GNAI2'|'P2RY13'|'SSTR2'	'edge509'|'edge310'	'watanabe_path'	GNAI2 d P2RY13|P2RY13 u SSTR2
'p118'	'SSTR2'|'ELAVL1'|'PAPD7'|'ZNFX1'	'edge283'|'edge527'|'edge329'	'merlin_path'	SSTR2 u ELAVL1|ELAVL1 u PAPD7|PAPD7 u ZNFX1
'p119'	'BUB3'|'ELAVL1'|'SSTR2'	'edge180'|'edge283'	'watanabe_path'	BUB3 u ELAVL1|ELAVL1 u SSTR2
'p120'	'KHSRP'|'AGO4'|'ZNFX1'	'edge53'|'edge195'	'watanabe_path'	KHSRP u AGO4|AGO4 u ZNFX1
'p121'	'GNAI2'|'PYY'|'SSTR2'	'edge596'|'edge395'	'watanabe_path'	GNAI2 d PYY|PYY u SSTR2
'p122'	'EEF1A2'|'PAXIP1'|'NUPR1'	'edge338'|'edge226'	'watanabe_path'	EEF1A2 u PAXIP1|PAXIP1 u NUPR1
'p123'	'EIF4B'|'PAPD7'|'ZNFX1'	'edge213'|'edge329'	'watanabe_path'	EIF4B u PAPD7|PAPD7 u ZNFX1
'p124'	'NFIA'|'ELAVL1'|'SSTR2'	'edge325'|'edge283'	'watanabe_path'	NFIA u ELAVL1|ELAVL1 u SSTR2
'p125'	'GNAI2'|'LPAR3'|'SSTR2'	'edge21'|'edge379'	'watanabe_path'	GNAI2 d LPAR3|LPAR3 u SSTR2
'p126'	'GNAI2'|'GPER1'|'SSTR2'	'edge232'|'edge15'	'watanabe_path'	GNAI2 d GPER1|GPER1 u SSTR2
'p127'	'RPL11'|'PAPD7'|'ZNFX1'	'edge215'|'edge329'	'watanabe_path'	RPL11 u PAPD7|PAPD7 u ZNFX1
'p128'	'GNAI2'|'OXER1'|'SSTR2'	'edge260'|'edge223'	'watanabe_path'	GNAI2 d OXER1|OXER1 u SSTR2
'p129'	'SSTR2'|'SRC'|'CREBBP'|'NUPR1'	'edge198'|'edge499'|'edge389'	'merlin_path'	SSTR2 u SRC|SRC u CREBBP|CREBBP u NUPR1
'p130'	'PHB2'|'MYOD1'|'NUPR1'	'edge324'|'edge0'	'watanabe_path'	PHB2 u MYOD1|MYOD1 u NUPR1
'p131'	'LRPPRC'|'TP53'|'NUPR1'	'edge339'|'edge510'	'watanabe_path'	LRPPRC u TP53|TP53 d NUPR1
'p132'	'PSMD3'|'AGO2'|'ZNFX1'	'edge588'|'edge96'	'watanabe_path'	PSMD3 u AGO2|AGO2 u ZNFX1
'p133'	'TUBB2A'|'TP53'|'NUPR1'	'edge10'|'edge510'	'watanabe_path'	TUBB2A u TP53|TP53 d NUPR1
'p134'	'GNAI2'|'RXFP4'|'SSTR2'	'edge351'|'edge98'	'watanabe_path'	GNAI2 d RXFP4|RXFP4 u SSTR2
'p135'	'HSP90AB1'|'TP53'|'NUPR1'	'edge285'|'edge510'	'watanabe_path'	HSP90AB1 u TP53|TP53 d NUPR1
'p136'	'NAP1L1'|'EP300'|'NUPR1'	'edge79'|'edge27'	'watanabe_path'	NAP1L1 u EP300|EP300 u NUPR1
'p137'	'RPL26'|'AGO2'|'ZNFX1'	'edge118'|'edge96'	'watanabe_path'	RPL26 u AGO2|AGO2 u ZNFX1
'p138'	'PDIA3'|'APP'|'SSTR2'	'edge434'|'edge350'	'watanabe_path'	PDIA3 u APP|APP u SSTR2
'p139'	'COPB1'|'ELAVL1'|'SSTR2'	'edge106'|'edge283'	'watanabe_path'	COPB1 u ELAVL1|ELAVL1 u SSTR2
'p140'	'RPL26'|'TP53'|'NUPR1'	'edge487'|'edge510'	'watanabe_path'	RPL26 u TP53|TP53 d NUPR1
'p141'	'SF3A2'|'DDX5'|'NUPR1'	'edge77'|'edge133'	'watanabe_path'	SF3A2 u DDX5|DDX5 u NUPR1
'p142'	'SNW1'|'DDX5'|'NUPR1'	'edge327'|'edge133'	'watanabe_path'	SNW1 u DDX5|DDX5 u NUPR1
'p143'	'TRIM28'|'TP53'|'NUPR1'	'edge295'|'edge510'	'watanabe_path'	TRIM28 d TP53|TP53 d NUPR1
'p144'	'EIF4B'|'PAPD5'|'ZNFX1'	'edge44'|'edge365'	'watanabe_path'	EIF4B u PAPD5|PAPD5 u ZNFX1
'p145'	'EIF6'|'PAPD5'|'ZNFX1'	'edge431'|'edge365'	'watanabe_path'	EIF6 u PAPD5|PAPD5 u ZNFX1
'p146'	'RPLP2'|'PAXIP1'|'NUPR1'	'edge322'|'edge226'	'watanabe_path'	RPLP2 u PAXIP1|PAXIP1 u NUPR1
'p147'	'HNRNPK'|'TP53'|'NUPR1'	'edge489'|'edge510'	'watanabe_path'	HNRNPK u TP53|TP53 d NUPR1
'p148'	'CLTC'|'SRC'|'SSTR2'	'edge132'|'edge198'	'watanabe_path'	CLTC d SRC|SRC u SSTR2
'p149'	'PEX19'|'ELAVL1'|'SSTR2'	'edge80'|'edge283'	'watanabe_path'	PEX19 u ELAVL1|ELAVL1 u SSTR2
'p150'	'EIF4B'|'AGO4'|'ZNFX1'	'edge393'|'edge195'	'watanabe_path'	EIF4B u AGO4|AGO4 u ZNFX1
'p151'	'SF1'|'DDX17'|'NUPR1'	'edge178'|'edge234'	'watanabe_path'	SF1 u DDX17|DDX17 u NUPR1
'p152'	'CTNNB1'|'ELAVL1'|'SSTR2'	'edge108'|'edge283'	'watanabe_path'	CTNNB1 u ELAVL1|ELAVL1 u SSTR2
'p153'	'HSPA1B'|'NOS2'|'SSTR2'	'edge246'|'edge51'	'watanabe_path'	HSPA1B u NOS2|NOS2 u SSTR2
'p154'	'HSPA2'|'SRC'|'SSTR2'	'edge29'|'edge198'	'watanabe_path'	HSPA2 u SRC|SRC u SSTR2
'p155'	'TPI1'|'PTPN13'|'SSTR2'	'edge87'|'edge539'	'watanabe_path'	TPI1 u PTPN13|PTPN13 u SSTR2
'p156'	'GNAI2'|'LPAR1'|'SSTR2'	'edge190'|'edge320'	'watanabe_path'	GNAI2 d LPAR1|LPAR1 u SSTR2
'p157'	'EEF1G'|'AGO4'|'ZNFX1'	'edge185'|'edge195'	'watanabe_path'	EEF1G u AGO4|AGO4 u ZNFX1
'p158'	'SLC25A5'|'AGO2'|'ZNFX1'	'edge490'|'edge96'	'watanabe_path'	SLC25A5 u AGO2|AGO2 u ZNFX1
'p159'	'SF3B1'|'AGO2'|'ZNFX1'	'edge560'|'edge96'	'watanabe_path'	SF3B1 u AGO2|AGO2 u ZNFX1
'p160'	'BRD8'|'TP53'|'NUPR1'	'edge253'|'edge510'	'watanabe_path'	BRD8 u TP53|TP53 d NUPR1
'p161'	'GNAI2'|'FPR2'|'SSTR2'	'edge334'|'edge1'	'watanabe_path'	GNAI2 d FPR2|FPR2 u SSTR2
'p162'	'PSMA5'|'CCR5'|'SSTR2'	'edge419'|'edge463'	'watanabe_path'	PSMA5 u CCR5|CCR5 u SSTR2
'p163'	'CAND1'|'COPS5'|'NUPR1'	'edge568'|'edge231'	'watanabe_path'	CAND1 u COPS5|COPS5 u NUPR1
'p164'	'PSMD4'|'TP53'|'NUPR1'	'edge520'|'edge510'	'watanabe_path'	PSMD4 u TP53|TP53 d NUPR1
'p165'	'RPL3'|'AGO2'|'ZNFX1'	'edge415'|'edge96'	'watanabe_path'	RPL3 u AGO2|AGO2 u ZNFX1
'p166'	'RPS19'|'DDX5'|'NUPR1'	'edge25'|'edge133'	'watanabe_path'	RPS19 u DDX5|DDX5 u NUPR1
'p167'	'CCT6A'|'TP53'|'NUPR1'	'edge503'|'edge510'	'watanabe_path'	CCT6A u TP53|TP53 d NUPR1
'p168'	'TUBB'|'ELAVL1'|'SSTR2'	'edge276'|'edge283'	'watanabe_path'	TUBB u ELAVL1|ELAVL1 u SSTR2
'p169'	'SF3B3'|'AGO1'|'ZNFX1'	'edge569'|'edge573'	'watanabe_path'	SF3B3 u AGO1|AGO1 u ZNFX1
'p170'	'ANP32B'|'ELAVL1'|'SSTR2'	'edge186'|'edge283'	'watanabe_path'	ANP32B u ELAVL1|ELAVL1 u SSTR2
'p171'	'GNAI2'|'P2RY4'|'SSTR2'	'edge166'|'edge19'	'watanabe_path'	GNAI2 d P2RY4|P2RY4 u SSTR2
'p172'	'CIRBP'|'ELAVL1'|'SSTR2'	'edge239'|'edge283'	'watanabe_path'	CIRBP u ELAVL1|ELAVL1 u SSTR2
'p173'	'NAP1L1'|'TP53'|'NUPR1'	'edge610'|'edge510'	'watanabe_path'	NAP1L1 u TP53|TP53 d NUPR1
'p174'	'PPP6C'|'ELAVL1'|'SSTR2'	'edge103'|'edge283'	'watanabe_path'	PPP6C u ELAVL1|ELAVL1 u SSTR2
'p175'	'PHF5A'|'AGO1'|'ZNFX1'	'edge313'|'edge573'	'watanabe_path'	PHF5A u AGO1|AGO1 u ZNFX1
'p176'	'RPN1'|'AGO1'|'ZNFX1'	'edge93'|'edge573'	'watanabe_path'	RPN1 u AGO1|AGO1 u ZNFX1
'p177'	'SSTR2'|'ELAVL1'|'TP53'|'NUPR1'	'edge283'|'edge157'|'edge510'	'merlin_path'	SSTR2 u ELAVL1|ELAVL1 d TP53|TP53 d NUPR1
'p178'	'GNAI2'|'HTR1B'|'SSTR2'	'edge220'|'edge572'	'watanabe_path'	GNAI2 d HTR1B|HTR1B u SSTR2
'p179'	'NONO'|'INS-IGF2'|'SSTR2'	'edge144'|'edge3'	'watanabe_path'	NONO u INS-IGF2|INS-IGF2 d SSTR2
'p180'	'GNAI2'|'S1PR3'|'SSTR2'	'edge48'|'edge16'	'watanabe_path'	GNAI2 d S1PR3|S1PR3 u SSTR2
'p181'	'GNAI2'|'PENK'|'SSTR2'	'edge94'|'edge543'	'watanabe_path'	GNAI2 d PENK|PENK u SSTR2
'p182'	'HSPA9'|'AGO3'|'ZNFX1'	'edge506'|'edge458'	'watanabe_path'	HSPA9 u AGO3|AGO3 u ZNFX1
'p183'	'RPS14'|'INS-IGF2'|'SSTR2'	'edge314'|'edge3'	'watanabe_path'	RPS14 u INS-IGF2|INS-IGF2 d SSTR2
'p184'	'FARP1'|'ELAVL1'|'SSTR2'	'edge205'|'edge283'	'watanabe_path'	FARP1 u ELAVL1|ELAVL1 u SSTR2
'p185'	'CTNNB1'|'DDX5'|'NUPR1'	'edge587'|'edge133'	'watanabe_path'	CTNNB1 u DDX5|DDX5 u NUPR1
'p186'	'GEMIN4'|'AGO2'|'ZNFX1'	'edge554'|'edge96'	'watanabe_path'	GEMIN4 u AGO2|AGO2 u ZNFX1
