#pid	gene_ids	eids	pathfinders	sif_edges
'p187'	'IGF2BP2'|'ELAVL1'|'SSTR2'	'edge31'|'edge283'	'watanabe_path'	IGF2BP2 u ELAVL1|ELAVL1 u SSTR2
'p188'	'CLTC'|'YES1'|'SSTR2'	'edge467'|'edge70'	'watanabe_path'	CLTC d YES1|YES1 u SSTR2
'p189'	'PHB'|'MYOD1'|'NUPR1'	'edge24'|'edge0'	'watanabe_path'	PHB u MYOD1|MYOD1 u NUPR1
'p190'	'NONO'|'ELAVL1'|'SSTR2'	'edge318'|'edge283'	'watanabe_path'	NONO u ELAVL1|ELAVL1 u SSTR2
'p191'	'SAFB2'|'TP53'|'NUPR1'	'edge181'|'edge510'	'watanabe_path'	SAFB2 u TP53|TP53 d NUPR1
'p192'	'SQSTM1'|'TP53'|'NUPR1'	'edge549'|'edge510'	'watanabe_path'	SQSTM1 u TP53|TP53 d NUPR1
'p193'	'VCP'|'SRC'|'SSTR2'	'edge592'|'edge198'	'watanabe_path'	VCP u SRC|SRC u SSTR2
'p194'	'GNAI2'|'NPBWR2'|'SSTR2'	'edge521'|'edge595'	'watanabe_path'	GNAI2 d NPBWR2|NPBWR2 u SSTR2
'p195'	'HSP90AB1'|'AGO2'|'ZNFX1'	'edge224'|'edge96'	'watanabe_path'	HSP90AB1 u AGO2|AGO2 u ZNFX1
'p196'	'EEF2'|'EP300'|'NUPR1'	'edge123'|'edge27'	'watanabe_path'	EEF2 u EP300|EP300 u NUPR1
'p197'	'GNAI2'|'CXCL3'|'SSTR2'	'edge420'|'edge614'	'watanabe_path'	GNAI2 d CXCL3|CXCL3 u SSTR2
'p198'	'EEF2'|'TP53'|'NUPR1'	'edge191'|'edge510'	'watanabe_path'	EEF2 u TP53|TP53 d NUPR1
'p199'	'GNAI2'|'ADORA3'|'SSTR2'	'edge582'|'edge594'	'watanabe_path'	GNAI2 d ADORA3|ADORA3 u SSTR2
'p200'	'JAK1'|'PTPN13'|'SSTR2'	'edge507'|'edge539'	'watanabe_path'	JAK1 d PTPN13|PTPN13 u SSTR2
'p201'	'RPS19'|'DDX17'|'NUPR1'	'edge589'|'edge234'	'watanabe_path'	RPS19 u DDX17|DDX17 u NUPR1
'p202'	'GNAI2'|'SSTR1'|'SSTR2'	'edge9'|'edge33'	'watanabe_path'	GNAI2 d SSTR1|SSTR1 u SSTR2
'p203'	'ACTN1'|'PPBP'|'SSTR2'	'edge208'|'edge462'	'watanabe_path'	ACTN1 d PPBP|PPBP u SSTR2
'p204'	'TMED2'|'ELAVL1'|'SSTR2'	'edge305'|'edge283'	'watanabe_path'	TMED2 u ELAVL1|ELAVL1 u SSTR2
'p205'	'PSMD4'|'ATF2'|'NUPR1'	'edge390'|'edge81'	'watanabe_path'	PSMD4 u ATF2|ATF2 u NUPR1
'p206'	'SERPINH1'|'ELAVL1'|'SSTR2'	'edge600'|'edge283'	'watanabe_path'	SERPINH1 u ELAVL1|ELAVL1 u SSTR2
'p207'	'IPO5'|'PAPD7'|'ZNFX1'	'edge121'|'edge329'	'watanabe_path'	IPO5 u PAPD7|PAPD7 u ZNFX1
'p208'	'GNAI2'|'CCR5'|'SSTR2'	'edge280'|'edge463'	'watanabe_path'	GNAI2 d CCR5|CCR5 u SSTR2
'p209'	'COPA'|'AGO1'|'ZNFX1'	'edge54'|'edge573'	'watanabe_path'	COPA u AGO1|AGO1 u ZNFX1
'p210'	'GNAI2'|'CCR8'|'SSTR2'	'edge514'|'edge2'	'watanabe_path'	GNAI2 d CCR8|CCR8 u SSTR2
'p211'	'CTBP1'|'TLE1'|'NUPR1'	'edge46'|'edge288'	'watanabe_path'	CTBP1 u TLE1|TLE1 u NUPR1
'p212'	'GNB2L1'|'COPS5'|'NUPR1'	'edge432'|'edge231'	'watanabe_path'	GNB2L1 u COPS5|COPS5 u NUPR1
'p213'	'DHX15'|'AGO1'|'ZNFX1'	'edge382'|'edge573'	'watanabe_path'	DHX15 u AGO1|AGO1 u ZNFX1
'p214'	'NCOA5'|'EP300'|'NUPR1'	'edge28'|'edge27'	'watanabe_path'	NCOA5 u EP300|EP300 u NUPR1
'p215'	'ILF3'|'AGO2'|'ZNFX1'	'edge607'|'edge96'	'watanabe_path'	ILF3 u AGO2|AGO2 u ZNFX1
'p216'	'HSPB1'|'TP53'|'NUPR1'	'edge364'|'edge510'	'watanabe_path'	HSPB1 u TP53|TP53 d NUPR1
'p217'	'GNAI2'|'C5'|'SSTR2'	'edge247'|'edge357'	'watanabe_path'	GNAI2 d C5|C5 u SSTR2
'p218'	'PSMC1'|'NOS2'|'SSTR2'	'edge23'|'edge51'	'watanabe_path'	PSMC1 u NOS2|NOS2 u SSTR2
'p219'	'LRRC59'|'MTNR1A'|'SSTR2'	'edge609'|'edge235'	'watanabe_path'	LRRC59 u MTNR1A|MTNR1A u SSTR2
'p220'	'SSTR2'|'ADORA1'|'MYOD1'|'NUPR1'	'edge319'|'edge84'|'edge0'	'merlin_path'	SSTR2 u ADORA1|ADORA1 u MYOD1|MYOD1 u NUPR1
'p221'	'IPO5'|'PAPD5'|'ZNFX1'	'edge306'|'edge365'	'watanabe_path'	IPO5 u PAPD5|PAPD5 u ZNFX1
'p222'	'BASP1'|'ELAVL1'|'SSTR2'	'edge362'|'edge283'	'watanabe_path'	BASP1 u ELAVL1|ELAVL1 u SSTR2
'p223'	'RPS7'|'PAPD5'|'ZNFX1'	'edge373'|'edge365'	'watanabe_path'	RPS7 u PAPD5|PAPD5 u ZNFX1
'p224'	'ACTN1'|'APP'|'SSTR2'	'edge548'|'edge350'	'watanabe_path'	ACTN1 d APP|APP u SSTR2
'p225'	'U2AF2'|'DDX17'|'NUPR1'	'edge375'|'edge234'	'watanabe_path'	U2AF2 u DDX17|DDX17 u NUPR1
'p226'	'RPL27A'|'AGO4'|'ZNFX1'	'edge258'|'edge195'	'watanabe_path'	RPL27A u AGO4|AGO4 u ZNFX1
'p227'	'SSTR2'|'APP'|'PAXIP1'|'NUPR1'	'edge350'|'edge203'|'edge226'	'merlin_path'	SSTR2 u APP|APP u PAXIP1|PAXIP1 u NUPR1
'p228'	'HSP90AB1'|'AGO4'|'ZNFX1'	'edge216'|'edge195'	'watanabe_path'	HSP90AB1 u AGO4|AGO4 u ZNFX1
'p229'	'GNAI2'|'OPRK1'|'SSTR2'	'edge168'|'edge502'	'watanabe_path'	GNAI2 d OPRK1|OPRK1 u SSTR2
'p230'	'HNRNPK'|'YES1'|'SSTR2'	'edge193'|'edge70'	'watanabe_path'	HNRNPK u YES1|YES1 u SSTR2
'p231'	'CBX3'|'ELAVL1'|'SSTR2'	'edge384'|'edge283'	'watanabe_path'	CBX3 u ELAVL1|ELAVL1 u SSTR2
'p232'	'GNAI2'|'NMU'|'SSTR2'	'edge360'|'edge326'	'watanabe_path'	GNAI2 d NMU|NMU u SSTR2
'p233'	'KHSRP'|'AGO3'|'ZNFX1'	'edge571'|'edge458'	'watanabe_path'	KHSRP u AGO3|AGO3 u ZNFX1
'p234'	'XPO1'|'ELAVL1'|'SSTR2'	'edge282'|'edge283'	'watanabe_path'	XPO1 u ELAVL1|ELAVL1 u SSTR2
'p235'	'CAPRIN1'|'AGO2'|'ZNFX1'	'edge524'|'edge96'	'watanabe_path'	CAPRIN1 u AGO2|AGO2 u ZNFX1
'p236'	'EIF3I'|'COPS5'|'NUPR1'	'edge114'|'edge231'	'watanabe_path'	EIF3I u COPS5|COPS5 u NUPR1
'p237'	'MAP1B'|'TP53'|'NUPR1'	'edge517'|'edge510'	'watanabe_path'	MAP1B u TP53|TP53 d NUPR1
'p238'	'RPS14'|'PAPD5'|'ZNFX1'	'edge274'|'edge365'	'watanabe_path'	RPS14 u PAPD5|PAPD5 u ZNFX1
'p239'	'HSP90AB1'|'COPS5'|'NUPR1'	'edge298'|'edge231'	'watanabe_path'	HSP90AB1 u COPS5|COPS5 u NUPR1
'p240'	'PPA1'|'TP53'|'NUPR1'	'edge243'|'edge510'	'watanabe_path'	PPA1 u TP53|TP53 d NUPR1
'p241'	'RPL26'|'AGO1'|'ZNFX1'	'edge414'|'edge573'	'watanabe_path'	RPL26 u AGO1|AGO1 u ZNFX1
'p242'	'TUBB2A'|'AGO3'|'ZNFX1'	'edge422'|'edge458'	'watanabe_path'	TUBB2A u AGO3|AGO3 u ZNFX1
'p243'	'RPL3'|'INS-IGF2'|'SSTR2'	'edge172'|'edge3'	'watanabe_path'	RPL3 u INS-IGF2|INS-IGF2 d SSTR2
'p244'	'NUP93'|'ELAVL1'|'SSTR2'	'edge598'|'edge283'	'watanabe_path'	NUP93 u ELAVL1|ELAVL1 u SSTR2
'p245'	'DHX30'|'AGO2'|'ZNFX1'	'edge532'|'edge96'	'watanabe_path'	DHX30 u AGO2|AGO2 u ZNFX1
'p246'	'CKAP4'|'ELAVL1'|'SSTR2'	'edge101'|'edge283'	'watanabe_path'	CKAP4 u ELAVL1|ELAVL1 u SSTR2
'p247'	'NACA'|'DDX17'|'NUPR1'	'edge427'|'edge234'	'watanabe_path'	NACA u DDX17|DDX17 u NUPR1
'p248'	'PPP2R1A'|'TP53'|'NUPR1'	'edge515'|'edge510'	'watanabe_path'	PPP2R1A u TP53|TP53 d NUPR1
'p249'	'GNAI2'|'POMC'|'SSTR2'	'edge374'|'edge494'	'watanabe_path'	GNAI2 d POMC|POMC u SSTR2
'p250'	'GNAI2'|'CCL28'|'SSTR2'	'edge252'|'edge227'	'watanabe_path'	GNAI2 d CCL28|CCL28 u SSTR2
'p251'	'ERLIN2'|'ELAVL1'|'SSTR2'	'edge399'|'edge283'	'watanabe_path'	ERLIN2 u ELAVL1|ELAVL1 u SSTR2
'p252'	'EIF3D'|'COPS5'|'NUPR1'	'edge449'|'edge231'	'watanabe_path'	EIF3D u COPS5|COPS5 u NUPR1
'p253'	'CLNS1A'|'AGO2'|'ZNFX1'	'edge164'|'edge96'	'watanabe_path'	CLNS1A u AGO2|AGO2 u ZNFX1
'p254'	'GNAI2'|'CXCL6'|'SSTR2'	'edge300'|'edge140'	'watanabe_path'	GNAI2 d CXCL6|CXCL6 u SSTR2
'p255'	'HNRNPK'|'ELAVL1'|'SSTR2'	'edge49'|'edge283'	'watanabe_path'	HNRNPK u ELAVL1|ELAVL1 u SSTR2
'p256'	'GNAI2'|'PPBP'|'SSTR2'	'edge501'|'edge462'	'watanabe_path'	GNAI2 d PPBP|PPBP u SSTR2
'p257'	'PUS7'|'ELAVL1'|'SSTR2'	'edge331'|'edge283'	'watanabe_path'	PUS7 u ELAVL1|ELAVL1 u SSTR2
'p258'	'RPL27A'|'PAPD5'|'ZNFX1'	'edge210'|'edge365'	'watanabe_path'	RPL27A u PAPD5|PAPD5 u ZNFX1
'p259'	'SNRPA'|'ELAVL1'|'SSTR2'	'edge99'|'edge283'	'watanabe_path'	SNRPA u ELAVL1|ELAVL1 u SSTR2
'p260'	'MYH10'|'COPS5'|'NUPR1'	'edge342'|'edge231'	'watanabe_path'	MYH10 u COPS5|COPS5 u NUPR1
'p261'	'ACTN1'|'SRC'|'SSTR2'	'edge115'|'edge198'	'watanabe_path'	ACTN1 u SRC|SRC u SSTR2
'p262'	'RPS7'|'INS-IGF2'|'SSTR2'	'edge479'|'edge3'	'watanabe_path'	RPS7 u INS-IGF2|INS-IGF2 d SSTR2
'p263'	'SF3B4'|'DDX17'|'NUPR1'	'edge475'|'edge234'	'watanabe_path'	SF3B4 u DDX17|DDX17 u NUPR1
'p264'	'GNAI2'|'APP'|'SSTR2'	'edge480'|'edge350'	'watanabe_path'	GNAI2 d APP|APP u SSTR2
'p265'	'GNAI2'|'C5AR1'|'SSTR2'	'edge354'|'edge464'	'watanabe_path'	GNAI2 d C5AR1|C5AR1 u SSTR2
'p266'	'GNAI2'|'C3AR1'|'SSTR2'	'edge281'|'edge535'	'watanabe_path'	GNAI2 d C3AR1|C3AR1 u SSTR2
'p267'	'SSTR2'|'ELAVL1'|'AGO2'|'ZNFX1'	'edge283'|'edge383'|'edge96'	'merlin_path'	SSTR2 u ELAVL1|ELAVL1 u AGO2|AGO2 u ZNFX1
'p268'	'GNAI2'|'DRD4'|'SSTR2'	'edge495'|'edge122'	'watanabe_path'	GNAI2 d DRD4|DRD4 u SSTR2
'p269'	'NAP1L1'|'ELAVL1'|'SSTR2'	'edge372'|'edge283'	'watanabe_path'	NAP1L1 u ELAVL1|ELAVL1 u SSTR2
'p270'	'SNRPD3'|'ELAVL1'|'SSTR2'	'edge20'|'edge283'	'watanabe_path'	SNRPD3 u ELAVL1|ELAVL1 u SSTR2
'p271'	'RPN1'|'INS-IGF2'|'SSTR2'	'edge55'|'edge3'	'watanabe_path'	RPN1 u INS-IGF2|INS-IGF2 d SSTR2
'p272'	'NACA'|'DDX5'|'NUPR1'	'edge270'|'edge133'	'watanabe_path'	NACA u DDX5|DDX5 u NUPR1
'p273'	'GNB2L1'|'DRD2'|'SSTR2'	'edge316'|'edge149'	'watanabe_path'	GNB2L1 d DRD2|DRD2 u SSTR2
'p274'	'EIF4A3'|'AGO1'|'ZNFX1'	'edge52'|'edge573'	'watanabe_path'	EIF4A3 u AGO1|AGO1 u ZNFX1
'p275'	'S100A4'|'TP53'|'NUPR1'	'edge85'|'edge510'	'watanabe_path'	S100A4 u TP53|TP53 d NUPR1
'p276'	'HSPA9'|'AGO2'|'ZNFX1'	'edge110'|'edge96'	'watanabe_path'	HSPA9 u AGO2|AGO2 u ZNFX1
'p277'	'GNAI2'|'P2RY14'|'SSTR2'	'edge584'|'edge264'	'watanabe_path'	GNAI2 d P2RY14|P2RY14 u SSTR2
'p278'	'GTF3C5'|'EP300'|'NUPR1'	'edge299'|'edge27'	'watanabe_path'	GTF3C5 u EP300|EP300 u NUPR1
'p279'	'SF3B4'|'FYN'|'SSTR2'	'edge583'|'edge457'	'watanabe_path'	SF3B4 u FYN|FYN u SSTR2
'p280'	'DHX15'|'AGO2'|'ZNFX1'	'edge18'|'edge96'	'watanabe_path'	DHX15 u AGO2|AGO2 u ZNFX1
'p281'	'GEMIN4'|'AGO1'|'ZNFX1'	'edge202'|'edge573'	'watanabe_path'	GEMIN4 u AGO1|AGO1 u ZNFX1
'p282'	'GNAI2'|'CXCR2'|'SSTR2'	'edge261'|'edge421'	'watanabe_path'	GNAI2 d CXCR2|CXCR2 u SSTR2
'p283'	'EIF4B'|'AGO3'|'ZNFX1'	'edge117'|'edge458'	'watanabe_path'	EIF4B u AGO3|AGO3 u ZNFX1
'p284'	'EIF3A'|'COPS5'|'NUPR1'	'edge58'|'edge231'	'watanabe_path'	EIF3A u COPS5|COPS5 u NUPR1
'p285'	'RPL11'|'TP53'|'NUPR1'	'edge137'|'edge510'	'watanabe_path'	RPL11 u TP53|TP53 d NUPR1
'p286'	'GNAI2'|'NPBWR1'|'SSTR2'	'edge450'|'edge380'	'watanabe_path'	GNAI2 d NPBWR1|NPBWR1 u SSTR2
'p287'	'S100A4'|'ANXA1'|'SSTR2'	'edge528'|'edge409'	'watanabe_path'	S100A4 u ANXA1|ANXA1 u SSTR2
'p288'	'CLTC'|'FYN'|'SSTR2'	'edge88'|'edge457'	'watanabe_path'	CLTC d FYN|FYN u SSTR2
'p289'	'GNAI2'|'CXCL1'|'SSTR2'	'edge558'|'edge412'	'watanabe_path'	GNAI2 d CXCL1|CXCL1 u SSTR2
'p290'	'EIF3B'|'COPS5'|'NUPR1'	'edge294'|'edge231'	'watanabe_path'	EIF3B u COPS5|COPS5 u NUPR1
'p291'	'GNB2L1'|'DRD3'|'SSTR2'	'edge426'|'edge217'	'watanabe_path'	GNB2L1 d DRD3|DRD3 u SSTR2
'p292'	'HSPD1'|'APP'|'SSTR2'	'edge321'|'edge350'	'watanabe_path'	HSPD1 u APP|APP u SSTR2
'p293'	'RPL3'|'DDX5'|'NUPR1'	'edge256'|'edge133'	'watanabe_path'	RPL3 u DDX5|DDX5 u NUPR1
'p294'	'NAP1L1'|'CREBBP'|'NUPR1'	'edge207'|'edge389'	'watanabe_path'	NAP1L1 u CREBBP|CREBBP u NUPR1
'p295'	'GNAI2'|'CXCL10'|'SSTR2'	'edge371'|'edge126'	'watanabe_path'	GNAI2 d CXCL10|CXCL10 u SSTR2
'p296'	'RPL11'|'INS-IGF2'|'SSTR2'	'edge263'|'edge3'	'watanabe_path'	RPL11 u INS-IGF2|INS-IGF2 d SSTR2
'p297'	'YWHAE'|'TP53'|'NUPR1'	'edge336'|'edge510'	'watanabe_path'	YWHAE u TP53|TP53 d NUPR1
'p298'	'KHSRP'|'DDX17'|'NUPR1'	'edge265'|'edge234'	'watanabe_path'	KHSRP u DDX17|DDX17 u NUPR1
'p299'	'GNAI2'|'ADRA2C'|'SSTR2'	'edge183'|'edge381'	'watanabe_path'	GNAI2 d ADRA2C|ADRA2C u SSTR2
