#pid	gene_ids	eids	pathfinders	sif_edges
'p2838'	'LAMB1'|'PDIA3'|'STAT3'|'NMI'	'edge2559'|'edge4421'|'edge2823'	'protein_path'	LAMB1 u PDIA3|PDIA3 u STAT3|STAT3 u NMI
'p2839'	'APP'|'RANBP9'|'TP73'|'FGFR3'	'edge3496'|'edge2033'|'edge788'	'protein_path'	APP u RANBP9|RANBP9 u TP73|TP73 d FGFR3
'p2840'	'ISG15'|'UBA52'|'CBL'|'TRIM21'	'edge859'|'edge1550'|'edge604'	'protein_path'	ISG15 u UBA52|UBA52 d CBL|CBL u TRIM21
'p2841'	'APP'|'GCGR'|'HSP90AA1'|'FGFR3'	'edge1235'|'edge3484'|'edge157'	'protein_path'	APP u GCGR|GCGR u HSP90AA1|HSP90AA1 u FGFR3
'p2842'	'ISG15'|'HSPB1'|'CDC5L'|'TRIM21'	'edge3238'|'edge1383'|'edge1597'	'protein_path'	ISG15 u HSPB1|HSPB1 u CDC5L|CDC5L u TRIM21
'p2843'	'ISG15'|'HSPA8'|'MYD88'|'IRF7'	'edge5529'|'edge343'|'edge2511'	'protein_path'	ISG15 u HSPA8|HSPA8 u MYD88|MYD88 d IRF7
'p2844'	'ISG15'|'IRF2'|'CCND1'|'FGFR3'	'edge5759'|'edge1465'|'edge708'	'protein_path'	ISG15 u IRF2|IRF2 d CCND1|CCND1 d FGFR3
'p2845'	'APP'|'EGF'|'JUN'|'STAT1'	'edge4702'|'edge450'|'edge4990'	'protein_path'	APP d EGF|EGF d JUN|JUN u STAT1
'p2846'	'APP'|'EDN1'|'IL6'|'STAT1'	'edge1966'|'edge4254'|'edge3982'	'protein_path'	APP u EDN1|EDN1 d IL6|IL6 d STAT1
'p2847'	'ISG15'|'IRF3'|'IRF2'|'STAT1'	'edge496'|'edge658'|'edge2683'	'protein_path'	ISG15 d IRF3|IRF3 u IRF2|IRF2 u STAT1
'p2848'	'ISG15'|'HLA-A'|'GBP2'|'IRF7'	'edge350'|'edge1472'|'edge830'	'protein_path'	ISG15 u HLA-A|HLA-A u GBP2|GBP2 u IRF7
'p2849'	'LAMB1'|'GFI1B'|'HGS'|'NMI'	'edge5073'|'edge2490'|'edge0'	'protein_path'	LAMB1 u GFI1B|GFI1B u HGS|HGS u NMI
'p2850'	'APP'|'CAV1'|'IGF1'|'STAT1'	'edge3011'|'edge715'|'edge5213'	'protein_path'	APP u CAV1|CAV1 d IGF1|IGF1 d STAT1
'p2851'	'ISG15'|'HMGCS1'|'MLST8'|'STAT1'	'edge901'|'edge4678'|'edge4206'	'protein_path'	ISG15 u HMGCS1|HMGCS1 u MLST8|MLST8 u STAT1
'p2852'	'FGFR3'|'HSP90AA1'|'TBK1'|'IRF7'	'edge157'|'edge1528'|'edge5573'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u TBK1|TBK1 d IRF7
'p2853'	'APP'|'CLU'|'MAPK3'|'STAT1'	'edge201'|'edge5307'|'edge2939'	'protein_path'	APP d CLU|CLU u MAPK3|MAPK3 d STAT1
'p2854'	'APP'|'EGF'|'STAT3'|'NMI'	'edge4702'|'edge2563'|'edge2823'	'protein_path'	APP d EGF|EGF d STAT3|STAT3 u NMI
'p2855'	'FGFR3'|'F2'|'IL6'|'STAT1'	'edge4708'|'edge5061'|'edge3982'	'merlin_path'	FGFR3 u F2|F2 d IL6|IL6 d STAT1
'p2856'	'FGFR3'|'HSPA4'|'CDKN2A'|'NMI'	'edge3228'|'edge5537'|'edge2611'	'merlin_path'	FGFR3 u HSPA4|HSPA4 u CDKN2A|CDKN2A u NMI
'p2857'	'THBS1'|'ITGA2B'|'F2'|'FGFR3'	'edge334'|'edge5396'|'edge4708'	'protein_path'	THBS1 u ITGA2B|ITGA2B u F2|F2 u FGFR3
'p2858'	'FGFR3'|'SOCS1'|'CREBBP'|'STAT1'	'edge5709'|'edge1962'|'edge2828'	'merlin_path'	FGFR3 u SOCS1|SOCS1 u CREBBP|CREBBP d STAT1
'p2859'	'APP'|'KAT5'|'CREBBP'|'IRF7'	'edge1643'|'edge241'|'edge3336'	'protein_path'	APP u KAT5|KAT5 u CREBBP|CREBBP u IRF7
'p2860'	'APP'|'EDN3'|'PTAFR'|'IRF7'	'edge5130'|'edge5002'|'edge763'	'protein_path'	APP u EDN3|EDN3 u PTAFR|PTAFR u IRF7
'p2861'	'ISG15'|'ISG20'|'OAS1'|'IRF7'	'edge5615'|'edge5180'|'edge1406'	'protein_path'	ISG15 u ISG20|ISG20 u OAS1|OAS1 u IRF7
'p2862'	'ISG15'|'CCND1'|'GATA2'|'LMO2'	'edge4086'|'edge1857'|'edge3187'	'protein_path'	ISG15 u CCND1|CCND1 d GATA2|GATA2 u LMO2
'p2863'	'ISG15'|'EGR1'|'ATF2'|'NUPR1'	'edge5772'|'edge736'|'edge5258'	'protein_path'	ISG15 u EGR1|EGR1 u ATF2|ATF2 u NUPR1
'p2864'	'APP'|'GRB10'|'IGF1'|'STAT1'	'edge4977'|'edge100'|'edge5213'	'protein_path'	APP u GRB10|GRB10 u IGF1|IGF1 d STAT1
'p2865'	'THBS1'|'PLGLB1'|'AKT1'|'STAT1'	'edge1992'|'edge3694'|'edge2741'	'protein_path'	THBS1 u PLGLB1|PLGLB1 d AKT1|AKT1 d STAT1
'p2866'	'APP'|'SNCA'|'HSPA4'|'STAT1'	'edge4432'|'edge499'|'edge2372'	'protein_path'	APP u SNCA|SNCA u HSPA4|HSPA4 u STAT1
'p2867'	'ISG15'|'IFIT2'|'OAS1'|'IRF7'	'edge5163'|'edge3326'|'edge1406'	'protein_path'	ISG15 u IFIT2|IFIT2 u OAS1|OAS1 u IRF7
'p2868'	'LAMB1'|'LAMA4'|'TP53'|'NUPR1'	'edge1309'|'edge650'|'edge2866'	'protein_path'	LAMB1 u LAMA4|LAMA4 u TP53|TP53 d NUPR1
'p2869'	'THBS1'|'FGF2'|'FGFR3'	'edge4655'|'edge197'	'protein_path'	THBS1 u FGF2|FGF2 u FGFR3
'p2870'	'ISG15'|'PCNA'|'CDK5R2'|'STAT1'	'edge5878'|'edge2470'|'edge2059'	'protein_path'	ISG15 u PCNA|PCNA u CDK5R2|CDK5R2 u STAT1
'p2871'	'ISG15'|'XAF1'|'IRF6'|'IRF7'	'edge3334'|'edge1287'|'edge5807'	'protein_path'	ISG15 u XAF1|XAF1 u IRF6|IRF6 u IRF7
'p2872'	'APP'|'ACTN4'|'SQSTM1'|'TRIM21'	'edge2243'|'edge817'|'edge59'	'protein_path'	APP d ACTN4|ACTN4 u SQSTM1|SQSTM1 u TRIM21
'p2873'	'APP'|'OPRK1'|'STAT2'|'STAT1'	'edge2580'|'edge4236'|'edge1544'	'protein_path'	APP u OPRK1|OPRK1 d STAT2|STAT2 d STAT1
'p2874'	'ISG15'|'IFIT2'|'CDC37'|'FGFR3'	'edge5163'|'edge3019'|'edge2892'	'protein_path'	ISG15 u IFIT2|IFIT2 u CDC37|CDC37 u FGFR3
'p2875'	'ISG15'|'RGS3'|'IRF5'|'IRF7'	'edge3677'|'edge4875'|'edge3980'	'protein_path'	ISG15 u RGS3|RGS3 u IRF5|IRF5 u IRF7
'p2876'	'ISG15'|'POLR1B'|'LZTR1'|'STAT1'	'edge354'|'edge3538'|'edge3345'	'protein_path'	ISG15 u POLR1B|POLR1B u LZTR1|LZTR1 u STAT1
'p2877'	'ISG15'|'IFI6'|'MX1'|'IRF7'	'edge759'|'edge2987'|'edge1241'	'protein_path'	ISG15 u IFI6|IFI6 u MX1|MX1 u IRF7
'p2878'	'APP'|'ANXA1'|'IKBKG'|'TRIM5'	'edge5230'|'edge4408'|'edge339'	'protein_path'	APP u ANXA1|ANXA1 u IKBKG|IKBKG u TRIM5
'p2879'	'APP'|'AKT2'|'CREBBP'|'NUPR1'	'edge1024'|'edge5749'|'edge2717'	'protein_path'	APP u AKT2|AKT2 u CREBBP|CREBBP u NUPR1
'p2880'	'MAGED2'|'IRS4'|'PRKCQ'|'STAT1'	'edge5328'|'edge1016'|'edge2210'	'protein_path'	MAGED2 u IRS4|IRS4 u PRKCQ|PRKCQ u STAT1
'p2881'	'FGFR3'|'PIK3CB'|'PIK3CA'|'STAT1'	'edge5324'|'edge3586'|'edge4233'	'merlin_path'	FGFR3 u PIK3CB|PIK3CB u PIK3CA|PIK3CA d STAT1
'p2882'	'ISG15'|'ARIH1'|'STAT1'	'edge2549'|'edge4350'	'protein_path'	ISG15 d ARIH1|ARIH1 d STAT1
'p2883'	'APP'|'IFIT3'|'IRF2'|'IRF7'	'edge953'|'edge1730'|'edge1082'	'protein_path'	APP u IFIT3|IFIT3 u IRF2|IRF2 u IRF7
'p2884'	'ISG15'|'IRF6'|'IFI6'|'IRF7'	'edge5659'|'edge5434'|'edge947'	'protein_path'	ISG15 u IRF6|IRF6 u IFI6|IFI6 u IRF7
'p2885'	'MAGED2'|'IRS4'|'NCL'|'STAT1'	'edge5328'|'edge112'|'edge3885'	'protein_path'	MAGED2 u IRS4|IRS4 u NCL|NCL u STAT1
'p2886'	'ISG15'|'HSPA8'|'RELA'|'LMO2'	'edge5529'|'edge968'|'edge5687'	'protein_path'	ISG15 u HSPA8|HSPA8 u RELA|RELA u LMO2
'p2887'	'COLGALT1'|'KNCN'|'CSTB'|'STAT1'	'edge5068'|'edge290'|'edge361'	'protein_path'	COLGALT1 u KNCN|KNCN u CSTB|CSTB d STAT1
'p2888'	'THBS1'|'PDGFB'|'SRC'|'STAT1'	'edge2007'|'edge2601'|'edge5455'	'protein_path'	THBS1 u PDGFB|PDGFB u SRC|SRC d STAT1
'p2889'	'ISG15'|'IFI6'|'IRF3'|'IRF7'	'edge759'|'edge5062'|'edge2873'	'protein_path'	ISG15 u IFI6|IFI6 u IRF3|IRF3 d IRF7
'p2890'	'ISG15'|'CCND1'|'CDK2'|'MOK'	'edge4086'|'edge2041'|'edge2963'	'protein_path'	ISG15 u CCND1|CCND1 u CDK2|CDK2 u MOK
'p2891'	'FGFR3'|'CCND1'|'ISG15'|'STAT1'	'edge3792'|'edge4086'|'edge2010'	'merlin_path'	FGFR3 d CCND1|CCND1 u ISG15|ISG15 d STAT1
'p2892'	'ISG15'|'POLR1B'|'RRN3'|'NMI'	'edge354'|'edge4673'|'edge857'	'protein_path'	ISG15 u POLR1B|POLR1B u RRN3|RRN3 u NMI
'p2893'	'APP'|'KAT5'|'MAP3K1'|'MOK'	'edge1643'|'edge5706'|'edge5278'	'protein_path'	APP u KAT5|KAT5 u MAP3K1|MAP3K1 u MOK
'p2894'	'THBS1'|'PLAU'|'RELA'|'STAT1'	'edge1190'|'edge1455'|'edge1420'	'protein_path'	THBS1 d PLAU|PLAU u RELA|RELA u STAT1
'p2895'	'APP'|'GRB10'|'KIT'|'STAT1'	'edge4977'|'edge5070'|'edge5486'	'protein_path'	APP u GRB10|GRB10 u KIT|KIT d STAT1
'p2896'	'APP'|'ACTN1'|'SQSTM1'|'TRIM21'	'edge4008'|'edge5846'|'edge59'	'protein_path'	APP d ACTN1|ACTN1 u SQSTM1|SQSTM1 u TRIM21
'p2897'	'FGFR3'|'NCAM1'|'PTAFR'|'IRF7'	'edge4446'|'edge1686'|'edge763'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u PTAFR|PTAFR u IRF7
'p2898'	'APP'|'PTAFR'|'HLA-DRB5'|'IRF7'	'edge5057'|'edge304'|'edge4362'	'protein_path'	APP u PTAFR|PTAFR u HLA-DRB5|HLA-DRB5 u IRF7
'p2899'	'APP'|'MAPK1'|'ATF2'|'NUPR1'	'edge2168'|'edge345'|'edge5258'	'protein_path'	APP u MAPK1|MAPK1 d ATF2|ATF2 u NUPR1
'p2900'	'FGFR3'|'HSPA4'|'NFKB1'|'STAT1'	'edge3228'|'edge3659'|'edge5790'	'merlin_path'	FGFR3 u HSPA4|HSPA4 u NFKB1|NFKB1 u STAT1
'p2901'	'ISG15'|'IRF4'|'IRF1'|'IRF7'	'edge2819'|'edge4800'|'edge131'	'protein_path'	ISG15 u IRF4|IRF4 u IRF1|IRF1 u IRF7
'p2902'	'ISG15'|'HLA-B'|'HLA-C'|'IRF7'	'edge247'|'edge4480'|'edge4966'	'protein_path'	ISG15 u HLA-B|HLA-B d HLA-C|HLA-C u IRF7
'p2903'	'APP'|'OPN4'|'HDAC1'|'TRIM21'	'edge4847'|'edge1892'|'edge5731'	'protein_path'	APP u OPN4|OPN4 d HDAC1|HDAC1 u TRIM21
'p2904'	'APP'|'KNG1'|'JUN'|'STAT1'	'edge2493'|'edge5779'|'edge4990'	'protein_path'	APP d KNG1|KNG1 d JUN|JUN u STAT1
'p2905'	'APP'|'CAT'|'MAPK14'|'STAT1'	'edge2384'|'edge4473'|'edge514'	'protein_path'	APP u CAT|CAT d MAPK14|MAPK14 d STAT1
'p2906'	'ISG15'|'IRF1'|'STAT3'|'STAT1'	'edge4241'|'edge4418'|'edge4887'	'protein_path'	ISG15 u IRF1|IRF1 u STAT3|STAT3 d STAT1
'p2907'	'APP'|'HSPA4'|'USP19'|'TRIM21'	'edge850'|'edge1037'|'edge4880'	'protein_path'	APP u HSPA4|HSPA4 u USP19|USP19 u TRIM21
'p2908'	'APP'|'KLC1'|'YWHAZ'|'TRIM21'	'edge4213'|'edge2404'|'edge2772'	'protein_path'	APP u KLC1|KLC1 u YWHAZ|YWHAZ u TRIM21
'p2909'	'ISG15'|'IFIT1'|'IRF7'	'edge1589'|'edge5458'	'protein_path'	ISG15 d IFIT1|IFIT1 u IRF7
'p2910'	'APP'|'GRB2'|'FGF1'|'FGFR3'	'edge558'|'edge1884'|'edge360'	'protein_path'	APP u GRB2|GRB2 u FGF1|FGF1 u FGFR3
'p2911'	'FGFR3'|'MAPK14'|'CASP5'|'STAT1'	'edge3518'|'edge1898'|'edge259'	'merlin_path'	FGFR3 u MAPK14|MAPK14 u CASP5|CASP5 u STAT1
'p2912'	'APP'|'NOTCH1'|'CBL'|'TRIM21'	'edge1965'|'edge3088'|'edge604'	'protein_path'	APP u NOTCH1|NOTCH1 u CBL|CBL u TRIM21
'p2913'	'APP'|'CDC37'|'SQSTM1'|'TRIM21'	'edge385'|'edge1250'|'edge59'	'protein_path'	APP u CDC37|CDC37 u SQSTM1|SQSTM1 u TRIM21
'p2914'	'APP'|'PROKR2'|'GRP'|'NMI'	'edge5722'|'edge2754'|'edge2977'	'protein_path'	APP u PROKR2|PROKR2 u GRP|GRP u NMI
'p2915'	'ISG15'|'NUP214'|'HDAC9'|'STAT1'	'edge2770'|'edge3611'|'edge3013'	'protein_path'	ISG15 u NUP214|NUP214 u HDAC9|HDAC9 d STAT1
'p2916'	'FGFR3'|'HSP90AB1'|'IL6'|'STAT1'	'edge4927'|'edge5750'|'edge3982'	'merlin_path'	FGFR3 u HSP90AB1|HSP90AB1 d IL6|IL6 d STAT1
'p2917'	'FGFR3'|'PIK3CG'|'MTOR'|'STAT1'	'edge396'|'edge4858'|'edge3087'	'merlin_path'	FGFR3 u PIK3CG|PIK3CG d MTOR|MTOR d STAT1
'p2918'	'ISG15'|'TRIP12'|'SNW1'|'MLKL'	'edge3335'|'edge3424'|'edge676'	'protein_path'	ISG15 u TRIP12|TRIP12 u SNW1|SNW1 u MLKL
'p2919'	'ISG15'|'POLR3B'|'CDK16'|'MOK'	'edge4166'|'edge4175'|'edge1649'	'protein_path'	ISG15 u POLR3B|POLR3B u CDK16|CDK16 u MOK
'p2920'	'APP'|'F13A1'|'TYK2'|'STAT1'	'edge387'|'edge4113'|'edge5272'	'protein_path'	APP d F13A1|F13A1 u TYK2|TYK2 d STAT1
'p2921'	'ISG15'|'ISG20'|'HLA-A'|'IRF7'	'edge5615'|'edge934'|'edge5'	'protein_path'	ISG15 u ISG20|ISG20 u HLA-A|HLA-A u IRF7
'p2922'	'THBS1'|'F2'|'IGF1'|'STAT1'	'edge2726'|'edge3203'|'edge5213'	'protein_path'	THBS1 u F2|F2 d IGF1|IGF1 d STAT1
'p2923'	'ISG15'|'EIF4A3'|'CDC5L'|'TRIM21'	'edge3962'|'edge362'|'edge1597'	'protein_path'	ISG15 d EIF4A3|EIF4A3 u CDC5L|CDC5L u TRIM21
'p2924'	'APP'|'A2M'|'CDC37'|'FGFR3'	'edge562'|'edge4081'|'edge2892'	'protein_path'	APP d A2M|A2M u CDC37|CDC37 u FGFR3
'p2925'	'ISG15'|'PLCG1'|'IFIT1'|'IRF7'	'edge1236'|'edge5093'|'edge5458'	'protein_path'	ISG15 d PLCG1|PLCG1 d IFIT1|IFIT1 u IRF7
'p2926'	'FGFR3'|'PIK3CB'|'AKT1'|'STAT1'	'edge5324'|'edge463'|'edge2741'	'merlin_path'	FGFR3 u PIK3CB|PIK3CB d AKT1|AKT1 d STAT1
'p2927'	'APP'|'PTAFR'|'JAK2'|'STAT1'	'edge5057'|'edge4242'|'edge1462'	'protein_path'	APP u PTAFR|PTAFR u JAK2|JAK2 d STAT1
'p2928'	'ISG15'|'XAF1'|'IRF4'|'IRF7'	'edge3334'|'edge1503'|'edge1997'	'protein_path'	ISG15 u XAF1|XAF1 u IRF4|IRF4 u IRF7
'p2929'	'FGFR3'|'HSP90AA1'|'RNASEL'|'IRF7'	'edge157'|'edge203'|'edge5668'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u RNASEL|RNASEL u IRF7
'p2930'	'ISG15'|'HLA-B'|'OAS2'|'IRF7'	'edge247'|'edge1419'|'edge2886'	'protein_path'	ISG15 u HLA-B|HLA-B u OAS2|OAS2 u IRF7
'p2931'	'ISG15'|'NEDD4'|'SMAD3'|'IRF7'	'edge3163'|'edge1595'|'edge2358'	'protein_path'	ISG15 u NEDD4|NEDD4 u SMAD3|SMAD3 u IRF7
'p2932'	'APP'|'CAV1'|'NRAS'|'STAT1'	'edge3011'|'edge3800'|'edge4953'	'protein_path'	APP u CAV1|CAV1 u NRAS|NRAS d STAT1
'p2933'	'APP'|'CTSD'|'HLA-DRB1'|'IRF7'	'edge1264'|'edge1361'|'edge404'	'protein_path'	APP u CTSD|CTSD d HLA-DRB1|HLA-DRB1 u IRF7
'p2934'	'APP'|'PLG'|'IGF1'|'STAT1'	'edge1801'|'edge1560'|'edge5213'	'protein_path'	APP d PLG|PLG d IGF1|IGF1 d STAT1
'p2935'	'ISG15'|'PLCG1'|'MAPK3'|'STAT1'	'edge1236'|'edge4928'|'edge2939'	'protein_path'	ISG15 d PLCG1|PLCG1 d MAPK3|MAPK3 d STAT1
'p2936'	'FGFR3'|'SOCS3'|'STAT1'	'edge2252'|'edge5686'	'merlin_path'	FGFR3 u SOCS3|SOCS3 d STAT1
'p2937'	'ISG15'|'IRF5'|'TRAF3'|'IRF7'	'edge1376'|'edge5599'|'edge2206'	'protein_path'	ISG15 u IRF5|IRF5 u TRAF3|TRAF3 d IRF7
'p2938'	'THBS1'|'TIMP1'|'CD44'|'IRF7'	'edge3714'|'edge1748'|'edge3909'	'protein_path'	THBS1 d TIMP1|TIMP1 d CD44|CD44 u IRF7
'p2939'	'FGFR3'|'EPHA4'|'PTK2B'|'STAT1'	'edge1646'|'edge5608'|'edge3941'	'merlin_path'	FGFR3 u EPHA4|EPHA4 d PTK2B|PTK2B u STAT1
'p2940'	'APP'|'CYSLTR2'|'GRP'|'NMI'	'edge3112'|'edge3513'|'edge2977'	'protein_path'	APP u CYSLTR2|CYSLTR2 u GRP|GRP u NMI
'p2941'	'ISG15'|'HSPA8'|'TNFRSF1A'|'STAT1'	'edge5529'|'edge4477'|'edge5704'	'protein_path'	ISG15 u HSPA8|HSPA8 u TNFRSF1A|TNFRSF1A u STAT1
'p2942'	'APP'|'YWHAG'|'CDKN1B'|'TRIM21'	'edge246'|'edge4690'|'edge2631'	'protein_path'	APP u YWHAG|YWHAG u CDKN1B|CDKN1B u TRIM21
'p2943'	'FGFR3'|'MAPK14'|'TLR3'|'STAT1'	'edge3518'|'edge2159'|'edge500'	'merlin_path'	FGFR3 u MAPK14|MAPK14 u TLR3|TLR3 d STAT1
'p2944'	'ISG15'|'OASL'|'CIITA'|'IRF7'	'edge1788'|'edge5288'|'edge2489'	'protein_path'	ISG15 u OASL|OASL u CIITA|CIITA u IRF7
'p2945'	'ISG15'|'MAPK3'|'SMAD4'|'IRF7'	'edge4519'|'edge5806'|'edge766'	'protein_path'	ISG15 d MAPK3|MAPK3 d SMAD4|SMAD4 u IRF7
'p2946'	'ISG15'|'UBA52'|'EGFR'|'STAT1'	'edge859'|'edge5669'|'edge2906'	'protein_path'	ISG15 u UBA52|UBA52 d EGFR|EGFR d STAT1
'p2947'	'APP'|'HSPA4'|'ISG15'|'IRF7'	'edge850'|'edge5751'|'edge124'	'protein_path'	APP u HSPA4|HSPA4 u ISG15|ISG15 u IRF7
'p2948'	'ISG15'|'TRIP12'|'MYC'|'NMI'	'edge3335'|'edge5515'|'edge3110'	'protein_path'	ISG15 u TRIP12|TRIP12 u MYC|MYC u NMI
'p2949'	'APP'|'EDNRB'|'AGT'|'STAT1'	'edge5636'|'edge4126'|'edge224'	'protein_path'	APP u EDNRB|EDNRB u AGT|AGT d STAT1
'p2950'	'APP'|'IFIT3'|'OASL'|'IRF7'	'edge953'|'edge4871'|'edge2196'	'protein_path'	APP u IFIT3|IFIT3 u OASL|OASL u IRF7
'p2951'	'APP'|'TUBB'|'CDC5L'|'TRIM21'	'edge1665'|'edge4263'|'edge1597'	'protein_path'	APP u TUBB|TUBB u CDC5L|CDC5L u TRIM21
'p2952'	'COLGALT1'|'ELAVL1'|'KRAS'|'STAT1'	'edge5760'|'edge4805'|'edge3432'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u KRAS|KRAS d STAT1
'p2953'	'ISG15'|'TRIP12'|'UBE2D2'|'TRIM5'	'edge3335'|'edge4091'|'edge125'	'protein_path'	ISG15 u TRIP12|TRIP12 u UBE2D2|UBE2D2 d TRIM5
'p2954'	'APP'|'ANXA1'|'S100B'|'MOK'	'edge5230'|'edge5343'|'edge792'	'protein_path'	APP u ANXA1|ANXA1 u S100B|S100B u MOK
'p2955'	'ISG15'|'UBE2N'|'TRIM28'|'STAT1'	'edge1765'|'edge2842'|'edge3320'	'protein_path'	ISG15 u UBE2N|UBE2N u TRIM28|TRIM28 u STAT1
'p2956'	'APP'|'ABL1'|'HSPA4'|'STAT1'	'edge3122'|'edge1638'|'edge2372'	'protein_path'	APP u ABL1|ABL1 u HSPA4|HSPA4 u STAT1
'p2957'	'FGFR3'|'HSP90AA1'|'SRC'|'STAT1'	'edge157'|'edge1979'|'edge5455'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u SRC|SRC d STAT1
'p2958'	'FGFR3'|'SOCS1'|'IFNGR1'|'STAT1'	'edge5709'|'edge1951'|'edge2401'	'merlin_path'	FGFR3 u SOCS1|SOCS1 u IFNGR1|IFNGR1 d STAT1
'p2959'	'ISG15'|'OASL'|'IFIT3'|'IRF7'	'edge1788'|'edge4871'|'edge455'	'protein_path'	ISG15 u OASL|OASL u IFIT3|IFIT3 u IRF7
'p2960'	'FGFR3'|'TP73'|'KAT5'|'NMI'	'edge632'|'edge711'|'edge4142'	'merlin_path'	FGFR3 d TP73|TP73 u KAT5|KAT5 u NMI
'p2961'	'FGFR3'|'HSP90AA1'|'PTK2'|'STAT1'	'edge157'|'edge3679'|'edge2137'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 d PTK2|PTK2 u STAT1
'p2962'	'APP'|'B2M'|'IRF6'|'IRF7'	'edge2047'|'edge4501'|'edge5807'	'protein_path'	APP u B2M|B2M u IRF6|IRF6 u IRF7
'p2963'	'THBS1'|'ITGA4'|'MCM5'|'STAT1'	'edge5579'|'edge1159'|'edge1946'	'protein_path'	THBS1 u ITGA4|ITGA4 u MCM5|MCM5 u STAT1
'p2964'	'ISG15'|'HLA-A'|'IFI6'|'IRF7'	'edge350'|'edge193'|'edge947'	'protein_path'	ISG15 u HLA-A|HLA-A u IFI6|IFI6 u IRF7
'p2965'	'FGFR3'|'MAPK14'|'AKT1'|'STAT1'	'edge3518'|'edge5810'|'edge2741'	'merlin_path'	FGFR3 u MAPK14|MAPK14 d AKT1|AKT1 d STAT1
'p2966'	'APP'|'MAPK3'|'STAT5A'|'NMI'	'edge5024'|'edge2201'|'edge1011'	'protein_path'	APP u MAPK3|MAPK3 d STAT5A|STAT5A u NMI
'p2967'	'APP'|'EGF'|'GBP1'|'IRF7'	'edge4702'|'edge5155'|'edge353'	'protein_path'	APP d EGF|EGF d GBP1|GBP1 u IRF7
'p2968'	'THBS1'|'CYP1A2'|'AHR'|'STAT1'	'edge2840'|'edge2503'|'edge615'	'protein_path'	THBS1 d CYP1A2|CYP1A2 d AHR|AHR u STAT1
'p2969'	'THBS1'|'FN1'|'SMAD3'|'IRF7'	'edge2696'|'edge3119'|'edge2358'	'protein_path'	THBS1 u FN1|FN1 d SMAD3|SMAD3 u IRF7
'p2970'	'APP'|'UBQLN1'|'PSMC5'|'TRIM5'	'edge4553'|'edge5816'|'edge3626'	'protein_path'	APP u UBQLN1|UBQLN1 u PSMC5|PSMC5 u TRIM5
'p2971'	'APP'|'HSPA8'|'CDK4'|'MOK'	'edge1229'|'edge5819'|'edge1177'	'protein_path'	APP u HSPA8|HSPA8 u CDK4|CDK4 u MOK
'p2972'	'APP'|'COPS5'|'SMAD4'|'IRF7'	'edge4078'|'edge2813'|'edge766'	'protein_path'	APP u COPS5|COPS5 u SMAD4|SMAD4 u IRF7
'p2973'	'ISG15'|'UBE2E2'|'TRIM28'|'IRF7'	'edge1858'|'edge3856'|'edge1338'	'protein_path'	ISG15 u UBE2E2|UBE2E2 u TRIM28|TRIM28 d IRF7
'p2974'	'APP'|'MAPK3'|'MYC'|'NMI'	'edge5024'|'edge2425'|'edge3110'	'protein_path'	APP u MAPK3|MAPK3 u MYC|MYC u NMI
'p2975'	'ISG15'|'IRF4'|'CIITA'|'IRF7'	'edge2819'|'edge2051'|'edge2489'	'protein_path'	ISG15 u IRF4|IRF4 u CIITA|CIITA u IRF7
'p2976'	'APP'|'SNCA'|'TUBA3D'|'NMI'	'edge4432'|'edge4935'|'edge4660'	'protein_path'	APP u SNCA|SNCA u TUBA3D|TUBA3D u NMI
'p2977'	'APP'|'TACR3'|'GRP'|'NMI'	'edge5552'|'edge4333'|'edge2977'	'protein_path'	APP u TACR3|TACR3 u GRP|GRP u NMI
'p2978'	'ISG15'|'PLCG1'|'PTPN11'|'STAT1'	'edge1236'|'edge5839'|'edge5802'	'protein_path'	ISG15 d PLCG1|PLCG1 u PTPN11|PTPN11 d STAT1
'p2979'	'APP'|'DAB2'|'GRB2'|'FGFR3'	'edge377'|'edge5120'|'edge5887'	'protein_path'	APP u DAB2|DAB2 u GRB2|GRB2 u FGFR3
'p2980'	'APP'|'SERPING1'|'F2'|'FGFR3'	'edge5076'|'edge5300'|'edge4708'	'protein_path'	APP d SERPING1|SERPING1 u F2|F2 u FGFR3
'p2981'	'MAGED2'|'TP53'|'PIAS4'|'IRF7'	'edge756'|'edge4305'|'edge1662'	'protein_path'	MAGED2 u TP53|TP53 u PIAS4|PIAS4 u IRF7
'p2982'	'APP'|'NOTCH1'|'EP300'|'NUPR1'	'edge1965'|'edge170'|'edge764'	'protein_path'	APP u NOTCH1|NOTCH1 d EP300|EP300 u NUPR1
'p2983'	'APP'|'NEDD8'|'PSMA1'|'NMI'	'edge3797'|'edge5752'|'edge2632'	'protein_path'	APP u NEDD8|NEDD8 u PSMA1|PSMA1 u NMI
'p2984'	'ISG15'|'RPTOR'|'TIRAP'|'IRF7'	'edge2205'|'edge5509'|'edge2546'	'protein_path'	ISG15 u RPTOR|RPTOR u TIRAP|TIRAP u IRF7
