POLR2J	merlin	Cluster1597
HIST1H2BH	merlin	Cluster1597
STK25	merlin	Cluster1597
ERCC8	merlin	Cluster1597
YY1	merlin	Cluster1597
ECD	merlin	Cluster1597
BTF3	merlin	Cluster1597
AES	merlin	Cluster1597
HIST1H2BE	merlin	Cluster1597
TRIP4	merlin	Cluster1597
ARID3B	merlin	Cluster1597
PHLPP2	merlin	Cluster1597
IFRD1	merlin	Cluster1597
TCEB2	merlin	Cluster1597
GSK3B	merlin	Cluster1597
BRPF3	merlin	Cluster1597
POLR3D	merlin	Cluster1597
CDKL3	merlin	Cluster1597
PPP4C	merlin	Cluster1597
FOXA1	merlin	Cluster1597
MYCBP	merlin	Cluster1597
ARPP19	merlin	Cluster1597
NFE2L1	merlin	Cluster1597
ZBTB33	merlin	Cluster1597
DDX20	merlin	Cluster1597
SMG5	merlin	Cluster1597
MOK	merlin	Cluster1597
