FARP1	merlin	Cluster1593
CDK5	merlin	Cluster1593
PPP1CB	merlin	Cluster1593
CREBL2	merlin	Cluster1593
PHPT1	merlin	Cluster1593
S100A4	merlin	Cluster1593
LRRFIP1	merlin	Cluster1593
DZIP3	merlin	Cluster1593
CEBPG	merlin	Cluster1593
DDIT3	merlin	Cluster1593
IMPA2	merlin	Cluster1593
DUSP22	merlin	Cluster1593
ZNF219	merlin	Cluster1593
SATB1	merlin	Cluster1593
PPP1R7	merlin	Cluster1593
PLD6	merlin	Cluster1593
PTPLB	merlin	Cluster1593
GATA6	merlin	Cluster1593
ZNF32	merlin	Cluster1593
APEX1	merlin	Cluster1593
FBP1	merlin	Cluster1593
ZNF358	merlin	Cluster1593
CTNNBIP1	merlin	Cluster1593
MBNL1	merlin	Cluster1593
KLF11	merlin	Cluster1593
TRIM13	merlin	Cluster1593
IGBP1	merlin	Cluster1593
ERBB2	merlin	Cluster1593
NTPCR	merlin	Cluster1593
