ISG15	protreg	Cluster1549
COLGALT1	protreg	Cluster1549
LAMB1	protreg	Cluster1549
MAGED2	protreg	Cluster1549
APP	protreg	Cluster1549
KLHL33	protreg	Cluster1549
THBS1	protreg	Cluster1549
