ZNF48	merlin	Cluster1594
GTF2E2	merlin	Cluster1594
AEBP2	merlin	Cluster1594
CDK12	merlin	Cluster1594
DOLPP1	merlin	Cluster1594
OVOL2	merlin	Cluster1594
TCERG1	merlin	Cluster1594
ZNF512B	merlin	Cluster1594
CDK14	merlin	Cluster1594
NFIC	merlin	Cluster1594
ZNF512	merlin	Cluster1594
ERCC6	merlin	Cluster1594
FRK	merlin	Cluster1594
PTK2	merlin	Cluster1594
STAT6	merlin	Cluster1594
DDX54	merlin	Cluster1594
STRADB	merlin	Cluster1594
KIAA1244	merlin	Cluster1594
ATR	merlin	Cluster1594
NANP	merlin	Cluster1594
POGK	merlin	Cluster1594
POLR3K	merlin	Cluster1594
ZNF445	merlin	Cluster1594
PHF3	merlin	Cluster1594
SREBF1	merlin	Cluster1594
TERF1	merlin	Cluster1594
ZNF416	merlin	Cluster1594
HSF2	merlin	Cluster1594
HOMEZ	merlin	Cluster1594
PML	merlin	Cluster1594
BTG1	merlin	Cluster1594
CLK3	merlin	Cluster1594
ELF4	merlin	Cluster1594
MAST3	merlin	Cluster1594
ZNF444	merlin	Cluster1594
KLF12	merlin	Cluster1594
EPHA1	merlin	Cluster1594
EZH2	merlin	Cluster1594
NR2C1	merlin	Cluster1594
TBX18	merlin	Cluster1594
UBN1	merlin	Cluster1594
ANKZF1	merlin	Cluster1594
LIMD1	merlin	Cluster1594
ZNF641	merlin	Cluster1594
ESRRA	merlin	Cluster1594
CDK6	merlin	Cluster1594
ZNF189	merlin	Cluster1594
OCRL	merlin	Cluster1594
APEX2	merlin	Cluster1594
PHF8	merlin	Cluster1594
PPAPDC2	merlin	Cluster1594
ADCK3	merlin	Cluster1594
CITED4	merlin	Cluster1594
MVP	merlin	Cluster1594
NFE2L2	merlin	Cluster1594
PHLPP1	merlin	Cluster1594
PIGG	merlin	Cluster1594
BRCA1	merlin	Cluster1594
PTPRK	merlin	Cluster1594
ZNF142	merlin	Cluster1594
ENOPH1	merlin	Cluster1594
GTF2IRD1	merlin	Cluster1594
SNW1	merlin	Cluster1594
DDB1	merlin	Cluster1594
ELL3	merlin	Cluster1594
TIMELESS	merlin	Cluster1594
SMAD3	merlin	Cluster1594
MAML1	merlin	Cluster1594
PPFIA1	merlin	Cluster1594
ACPL2	merlin	Cluster1594
ID3	merlin	Cluster1594
KCNN4	merlin	Cluster1594
PLK1	merlin	Cluster1594
TJP1	merlin	Cluster1594
HDHD3	merlin	Cluster1594
IRF6	merlin	Cluster1594
AFF1	merlin	Cluster1594
ARNT	merlin	Cluster1594
MED4	merlin	Cluster1594
UBLCP1	merlin	Cluster1594
PFKFB3	merlin	Cluster1594
BRD7	merlin	Cluster1594
MDM4	merlin	Cluster1594
MED12	merlin	Cluster1594
ZZZ3	merlin	Cluster1594
GATAD1	merlin	Cluster1594
SBF1	merlin	Cluster1594
DIDO1	merlin	Cluster1594
EHMT1	merlin	Cluster1594
NFYC	merlin	Cluster1594
RFX2	merlin	Cluster1594
RPA2	merlin	Cluster1594
YEATS4	merlin	Cluster1594
PDCD11	merlin	Cluster1594
IMPA1	merlin	Cluster1594
PIGN	merlin	Cluster1594
RBL1	merlin	Cluster1594
EYA1	merlin	Cluster1594
INPP5F	merlin	Cluster1594
PTPN21	merlin	Cluster1594
TNIK	merlin	Cluster1594
ARAP3	merlin	Cluster1594
CBFB	merlin	Cluster1594
FHL2	merlin	Cluster1594
MST4	merlin	Cluster1594
TRIM32	merlin	Cluster1594
CABIN1	merlin	Cluster1594
CDK1	merlin	Cluster1594
NFIL3	merlin	Cluster1594
SFI1	merlin	Cluster1594
ADCK1	merlin	Cluster1594
CSK	merlin	Cluster1594
EPHB4	merlin	Cluster1594
NUDT16	merlin	Cluster1594
ATF4	merlin	Cluster1594
HCFC1	merlin	Cluster1594
NCK1	merlin	Cluster1594
RUNX1	merlin	Cluster1594
SNAPC2	merlin	Cluster1594
TRRAP	merlin	Cluster1594
ZNF449	merlin	Cluster1594
SCAND1	merlin	Cluster1594
ARFGEF1	merlin	Cluster1594
SH2D4A	merlin	Cluster1594
MARK2	merlin	Cluster1594
PCGF2	merlin	Cluster1594
PPP1R35	merlin	Cluster1594
DNASE1L2	merlin	Cluster1594
PTPN1	merlin	Cluster1594
CNOT8	merlin	Cluster1594
DYRK3	merlin	Cluster1594
GTF3C1	merlin	Cluster1594
PPP6C	merlin	Cluster1594
ASB8	merlin	Cluster1594
IL4R	merlin	Cluster1594
MED6	merlin	Cluster1594
PAK1	merlin	Cluster1594
SEC14L2	merlin	Cluster1594
THRAP3	merlin	Cluster1594
NEK6	merlin	Cluster1594
