LHX1	merlin	Cluster1592
HCLS1	merlin	Cluster1592
YTHDC1	merlin	Cluster1592
FBXL19	merlin	Cluster1592
FOXH1	merlin	Cluster1592
PROP1	merlin	Cluster1592
ERCC2	merlin	Cluster1592
WNK4	merlin	Cluster1592
NKX2-5	merlin	Cluster1592
IRX4	merlin	Cluster1592
PPM1D	merlin	Cluster1592
ACVR1B	merlin	Cluster1592
PPP6R1	merlin	Cluster1592
SOX21	merlin	Cluster1592
RORC	merlin	Cluster1592
EPC1	merlin	Cluster1592
ASH1L	merlin	Cluster1592
PPP1R11	merlin	Cluster1592
EP300	merlin	Cluster1592
MEF2D	merlin	Cluster1592
TRPM7	merlin	Cluster1592
YBX2	merlin	Cluster1592
JAK3	merlin	Cluster1592
ANKRD32	merlin	Cluster1592
DBP	merlin	Cluster1592
ERN2	merlin	Cluster1592
PPP2R2A	merlin	Cluster1592
FOXA2	merlin	Cluster1592
TLX2	merlin	Cluster1592
PAK4	merlin	Cluster1592
SAG	merlin	Cluster1592
SOX1	merlin	Cluster1592
UTF1	merlin	Cluster1592
TAL1	merlin	Cluster1592
ERG	merlin	Cluster1592
TRIM29	merlin	Cluster1592
NKX2-3	merlin	Cluster1592
POLR2A	merlin	Cluster1592
HIST1H2BC	merlin	Cluster1592
NFATC4	merlin	Cluster1592
POLR3F	merlin	Cluster1592
PTPRCAP	merlin	Cluster1592
CBX4	merlin	Cluster1592
HIC2	merlin	Cluster1592
SMEK1	merlin	Cluster1592
CBFA2T2	merlin	Cluster1592
DEAF1	merlin	Cluster1592
HIST1H2BG	merlin	Cluster1592
TCEB1	merlin	Cluster1592
DDR2	merlin	Cluster1592
TAL2	merlin	Cluster1592
EBF4	merlin	Cluster1592
EPHA4	merlin	Cluster1592
PPME1	merlin	Cluster1592
CREB3L3	merlin	Cluster1592
ZNF131	merlin	Cluster1592
GTF2A2	merlin	Cluster1592
HOXA7	merlin	Cluster1592
SRPK3	merlin	Cluster1592
PAPOLG	merlin	Cluster1592
PFKFB2	merlin	Cluster1592
TFAP2A	merlin	Cluster1592
MXD1	merlin	Cluster1592
PPP1R16B	merlin	Cluster1592
SUZ12	merlin	Cluster1592
ZFP36L1	merlin	Cluster1592
ANGEL2	merlin	Cluster1592
SCRT2	merlin	Cluster1592
ALPPL2	merlin	Cluster1592
EIF2AK3	merlin	Cluster1592
POLR2K	merlin	Cluster1592
PHF3	merlin	Cluster1592
PPFIBP1	merlin	Cluster1592
EAF1	merlin	Cluster1592
EYA3	merlin	Cluster1592
ZNF3	merlin	Cluster1592
DAXX	merlin	Cluster1592
ZNF286A	merlin	Cluster1592
CREM	merlin	Cluster1592
CTCF	merlin	Cluster1592
DUSP9	merlin	Cluster1592
TAF9B	merlin	Cluster1592
ESR1	merlin	Cluster1592
FOSB	merlin	Cluster1592
GLIS2	merlin	Cluster1592
NEUROG3	merlin	Cluster1592
NTRK2	merlin	Cluster1592
TBX1	merlin	Cluster1592
LATS2	merlin	Cluster1592
ZNF467	merlin	Cluster1592
ID2	merlin	Cluster1592
PTP4A1	merlin	Cluster1592
SMARCE1	merlin	Cluster1592
SGK1	merlin	Cluster1592
HIST1H2BJ	merlin	Cluster1592
ZBTB6	merlin	Cluster1592
ELFN1	merlin	Cluster1592
NFAT5	merlin	Cluster1592
CDKL2	merlin	Cluster1592
DTX1	merlin	Cluster1592
GTF3C4	merlin	Cluster1592
SMARCA5	merlin	Cluster1592
MAP3K6	merlin	Cluster1592
CLK1	merlin	Cluster1592
POU3F1	merlin	Cluster1592
PHF5A	merlin	Cluster1592
OVOL1	merlin	Cluster1592
HDAC4	merlin	Cluster1592
POU3F3	merlin	Cluster1592
CSDC2	merlin	Cluster1592
HOXB4	merlin	Cluster1592
PHF19	merlin	Cluster1592
ZNF91	merlin	Cluster1592
CASZ1	merlin	Cluster1592
HDAC8	merlin	Cluster1592
PPP1R18	merlin	Cluster1592
TAF13	merlin	Cluster1592
HEXIM1	merlin	Cluster1592
NT5C	merlin	Cluster1592
WHSC1L1	merlin	Cluster1592
CDK13	merlin	Cluster1592
PBX2	merlin	Cluster1592
DHX38	merlin	Cluster1592
GAB1	merlin	Cluster1592
PCGF6	merlin	Cluster1592
PWP1	merlin	Cluster1592
SNAI1	merlin	Cluster1592
FKBP15	merlin	Cluster1592
AFF4	merlin	Cluster1592
ASCC3	merlin	Cluster1592
ASH2L	merlin	Cluster1592
SOX7	merlin	Cluster1592
ARAP3	merlin	Cluster1592
CBFB	merlin	Cluster1592
EN2	merlin	Cluster1592
PRKX	merlin	Cluster1592
ASB4	merlin	Cluster1592
EHF	merlin	Cluster1592
MTMR6	merlin	Cluster1592
ZNF25	merlin	Cluster1592
ZNF446	merlin	Cluster1592
BRD7	merlin	Cluster1592
GTF2E2	merlin	Cluster1592
