DNASE1L1	merlin	Cluster1596
RBBP7	merlin	Cluster1596
EPHB2	merlin	Cluster1596
CDS1	merlin	Cluster1596
ATP6AP2	merlin	Cluster1596
PPP2R1B	merlin	Cluster1596
HSP90B1	merlin	Cluster1596
SREBF2	merlin	Cluster1596
ZNF384	merlin	Cluster1596
PRKAA2	merlin	Cluster1596
STK33	merlin	Cluster1596
PTPRJ	merlin	Cluster1596
YWHAB	merlin	Cluster1596
ARID4B	merlin	Cluster1596
SIRT7	merlin	Cluster1596
HSPG2	merlin	Cluster1596
PIGN	merlin	Cluster1596
IGFBP3	merlin	Cluster1596
ATP1A1	merlin	Cluster1596
TAF12	merlin	Cluster1596
NUDT5	merlin	Cluster1596
PTPRF	merlin	Cluster1596
FLNA	merlin	Cluster1596
TRIP13	merlin	Cluster1596
HTT	merlin	Cluster1596
FIG4	merlin	Cluster1596
